custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,in_actual
PXD010372,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state high-grade serous ovarian cancer (HGSOC) and study of platinum-resistant and -sensitive HGSOC patients.,No | evidence: Description compares platinum-resistant and -sensitive HGSOC patient tumor samples; no mention of healthy/normal control samples. | justification: All samples described are tumor samples from HGSOC patients; there is no indication of inclusion of healthy control subjects or non-cancer tissue.,Not applicable | evidence: No explicit sample composition or counts provided and no healthy controls mentioned. | justification: Cannot assess proportion of healthy controls because none are reported.,"Yes | justification: Study performed quantitative proteome analysis, phospho- and interaction proteomics and immunopeptidomics (proteomics methods are central to the work).","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset concerns HGSOC and uses multiple proteomics approaches, meeting criteria 1 and 3. However, it does not include healthy controls (criterion 2 not met), so it fails overall inclusion requirements.",No,False
PXD056996,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description explicitly state the study is on high-grade serous ovarian carcinoma (HGSOC), a subtype of ovarian cancer.","Yes | evidence: Description refers to EVs and samples from HGSOC ""relative to those from matching controls"", compares HGSOC to ""non-cancerous cell lines"" and to ""normal ovary tissues"". | justification: The text explicitly mentions non-cancerous cell lines, matching controls, and normal ovary tissues as comparator (healthy) samples.","Not applicable | evidence: No explicit sample counts or percentage composition of healthy versus disease samples are provided in the description. | justification: The description indicates presence of controls but does not report numerical sample composition or percentages, so the 20% threshold cannot be assessed.","Yes | justification: The study performs comparative glycoproteomics of extracellular vesicles and evaluates protein N-glycosylation and protein expression in EVs and tissues, i.e., proteomics analyses.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset is focused on HGSOC, includes healthy/non-cancerous controls (cell lines and normal tissues) though sample proportions are not reported, and uses proteomics/glycoproteomics methods. The 20% healthy-controls composition criterion cannot be evaluated because no explicit composition is provided; per the stated rule this 2a requirement only applies when compositions are reported.",Yes,True
PXD055521,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly focus on ovarian cancer (high-grade serous ovarian carcinoma) and use human ovarian cancer cell line OVCAR8.,"No | evidence: Description describes comparisons between ΔL1CAM, ΔAAVS1 (control knockout) and wild-type OVCAR8 ovarian cancer cells; no mention of healthy/normal control samples or healthy donors. | justification: All samples described are cancer cell lines or engineered derivatives; there is no indication of healthy tissue or healthy subject controls.","Not applicable | evidence: No explicit sample composition or counts provided in the description. | justification: Because the dataset does not report healthy controls at all, the 20% composition requirement cannot be evaluated.",Yes | justification: Description states the study performed quantitative phosphoproteomics coupled with matching proteomics to analyze signaling and responses.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets criteria 1 and 3 (ovarian cancer focus and proteomics data) but fails criterion 2 because it contains only ovarian cancer cell line samples and engineered controls, with no healthy control samples reported.",No,False
PXD023272,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state samples from a case of high grade serous ovarian cancer and analysis of proteins found in the primary tumor.,"No | evidence: Description mentions a single case (tumor, Pap test, cervical swab) and does not reference any healthy/control subjects or samples. | justification: All described samples are from the ovarian cancer case; no healthy control samples are reported.","Not applicable | evidence: No explicit sample composition or counts by sample group are provided in the description. | justification: Because no control/sample composition is reported, the ≥20% healthy control criterion cannot be assessed.","Yes | justification: Study used LC-MS/MS proteomics and identified 4,934 proteins.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is proteomics data from an ovarian cancer case (meets criteria 1 and 3) but contains no healthy controls as described, so it fails criterion 2.",No,False
PXD042317,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state the study is about high-grade serous (HGS) ovarian cancer and omental metastasis.,No | evidence: Description makes no mention of healthy control samples or control cohorts. | justification: The text focuses on developing an in vitro omentum gel model and metastatic tumour biology; no healthy/control samples are described.,"Not applicable | evidence: No sample composition or counts provided in the description. | justification: Because sample composition is not reported, the proportion of healthy controls cannot be assessed.","No | justification: The description discusses an in vitro model and cellular/stromal functions but contains no mention of proteomic assays, mass spectrometry, or protein profiling.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: While the dataset is clearly about ovarian cancer, it does not report healthy controls and does not describe proteomics data; therefore it fails criteria 2 (healthy controls) and 3 (proteomics).",No,False
PXD000695,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description state exosomes were isolated from four epithelial ovarian cancer cell lines (OVCAR3, OVCAR433, OVCAR5, SKOV3), indicating the dataset focuses on ovarian cancer models.",No | evidence: Description only mentions exosomes from four ovarian cancer cell lines and comparison to public datasets (ExoCarta) and the NCI-60 proteome; no mention of healthy/normal control samples or healthy donors. | justification: All listed samples are cancer cell lines; there is no explicit indication of healthy control samples.,"No | evidence: Explicit sample composition: exosomes from four ovarian cancer cell lines (OVCAR3, OVCAR433, OVCAR5, SKOV3). | justification: All provided samples are cancer cell lines (0/4 = 0% healthy controls), which is below the 20% threshold.",Yes | justification: The study used mass spectrometry-based proteomics to characterize exosome proteomes and reports improved detection depth using proteomic instrumentation.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset clearly concerns ovarian cancer and uses proteomics, it lacks healthy control samples (0% healthy), so it fails the requirement for inclusion of healthy controls (and the >=20% control fraction when composition is explicit).",No,False
PXD022436,,gpt-5-mini-2025-08-07,"Unclear | justification: Title/description state ""early ovarian"" and mention prognostic markers but do not explicitly say ""ovarian cancer""; likely refers to ovarian cancer but wording is incomplete/ambiguous.","Unclear | evidence: No information on sample groups or controls in the provided title/description. | justification: No mention of healthy controls or control cohort in title/description, so presence of healthy controls cannot be determined.","Not applicable | evidence: No sample composition or cohort breakdown provided. | justification: Because explicit sample composition is not provided, the 20% healthy-control threshold cannot be assessed.","Yes | justification: The title and description explicitly state ""proteomics,"" indicating a proteomics dataset.","meets ovarian cancer criterion: Unclear | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomics-based, the description does not clearly specify ovarian cancer (ambiguous phrasing) and provides no information about healthy controls or sample composition. Therefore it does not meet the healthy-controls criterion and cancer specificity is uncertain.",No,False
PXD024735,,gpt-5-mini-2025-08-07,No | justification: Title and description focus on endometrial tissue and polycystic ovary syndrome (PCOS); no mention of ovarian cancer.,Unclear | evidence: Description: 'So we designed this study to explore the secretory endometrial proteome in PCOS patients.' No mention of control or healthy samples. | justification: The description references PCOS patients only and does not explicitly state inclusion of healthy controls or control group composition.,Not applicable | evidence: No explicit sample composition or counts provided in the title/description. | justification: Cannot assess percentage of healthy controls because sample composition is not reported.,Yes | justification: Both the title and description state the study examines the endometrial proteome/proteomics.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: Although the dataset is proteomics-based, it is not about ovarian cancer (focuses on PCOS/endometrium) and does not explicitly report healthy controls or their proportion. Therefore it does not meet all inclusion criteria.",No,False
PXD025239,,gpt-5-mini-2025-08-07,Yes | justification: Description states experiments were performed in the ovarian cancer cell line HEYA8 and investigates ECM1 subtypes in ovarian cancer.,"No | evidence: All described samples are from HEYA8 ovarian cancer cells (ECM1a/ECM1b variants, membrane fractions, conditioned media treatments; sample IDs P20170700270A1–B4, R20191201880, 20200100053, 20200100054). | justification: No samples or cohorts described as healthy controls or normal/benign tissue; all samples are experimental cancer cell line preparations.","No | evidence: Explicit sample composition lists only co-IP/membrane/conditioned-media samples from HEYA8 cells (P20170700270A1/A2/A3/A4, P20170700270B1/B2/B3/B4, R20191201880, 20200100053, 20200100054). | justification: Sample list provides composition and contains 0% healthy controls, which is below the 20% requirement.","Yes | justification: Title includes LC-MSMS and description details protein samples generated by co-immunoprecipitation to identify binding proteins, indicating mass-spectrometry-based proteomics.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is proteomics data from an ovarian cancer cell line (meets criteria 1 and 3) but contains no healthy control samples (fails criterion 2 and 2a), so it does not meet all inclusion criteria.",No,False
PXD056566,,gpt-5-mini-2025-08-07,"No | justification: The study examines progesterone receptor interactome in an ovarian granulosa cell line (KGN) and other reproductive cell types, focusing on ovary-specific PGR function and mechanisms rather than on ovarian cancer as a disease or cancer patient samples.",No | evidence: Description: experiments performed in the KGN human granulosa cell line and comparisons with published datasets of other cell lines; no mention of healthy control samples or normal/healthy subject-derived samples. | justification: All described work is on cell lines and comparative datasets; there is no indication that healthy control biospecimens or control subjects were included.,"Not applicable | evidence: No explicit sample composition or counts are provided in the description. | justification: Because no sample composition is given and no healthy controls are mentioned, the 20% healthy-control threshold cannot be evaluated.","Yes | justification: The methods include immunoprecipitation-mass spectrometry and proteomic analysis to identify PGR-interacting proteins, which is proteomics.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset uses proteomic (IP-MS) methods and focuses on ovarian granulosa cells, it is not a study of ovarian cancer and does not include healthy control samples; therefore it does not satisfy criteria 1 and 2.",No,False
PXD001403,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly refer to ovarian cancer ascites and proteome profiling of ovarian cancer.,"No | evidence: Title: 'Proteome profiling of ovarian cancer and cirrhosis ascites'; Description: compares ovarian cancer ascites with cirrhosis ascites (disease control), no mention of healthy/normal control samples. | justification: The comparator is cirrhosis ascites (a disease state), not healthy controls; no healthy subjects are mentioned.","Not applicable | evidence: No explicit sample composition or counts provided in the title/description. | justification: Because sample composition is not provided, the 20% healthy-control check cannot be applied.","Yes | justification: Title and description state 'Proteome profiling' and 'Proteome-metabolome profiling', indicating proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is ovarian cancer and uses proteomics, but does not include healthy controls (uses cirrhosis ascites as comparator), so it fails the healthy-control inclusion criterion.",No,False
PXD026309,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description explicitly state the study reports the HMGB1 interactome in ovarian cancer cells (""...prostate and ovarian cancer cells treated with cisplatin"").","No | evidence: Description: ""This study reports the interactome of HMGB1 in prostate and ovarian cancer cells treated with cisplatin."" | justification: Description mentions cancer cell lines treated with cisplatin but makes no mention of healthy/control samples or non-cancer samples.","Not applicable | evidence: No explicit sample composition provided in title/description. | justification: Because sample composition is not reported, the 20% healthy-control composition criterion cannot be evaluated.","Yes | justification: The term 'interactome' of HMGB1 implies identification of protein interactors (typically via proteomic approaches such as affinity purification–mass spectrometry), indicating a proteomics study.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset concerns ovarian cancer cells and appears proteomic (HMGB1 interactome), but the description provides no healthy/control samples; therefore it fails the healthy-controls inclusion criterion.",No,False
PXD012034,,gpt-5-mini-2025-08-07,"No | justification: The dataset studies polycystic ovary syndrome (PCOS) in pregnant women, not ovarian cancer.","Yes | evidence: Description states plasma samples from pregnant control women (n = 23) matched for age, gestational length and BMI. | justification: Control (presumably healthy) pregnant women are explicitly included as a comparison group (n=23).","Yes | evidence: Sample counts provided: PCOS n=14, controls n=23 (total n=37). | justification: Controls constitute 23/37 ≈ 62%, which is >20% of the cohort.",Yes | justification: The study used a label-free quantitative proteomics approach on plasma and identified 169 proteins with ≥2 unique peptides.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset meets the healthy-control and proteomics criteria, it does not meet the primary requirement of being about ovarian cancer (it studies PCOS). Therefore it does not satisfy all inclusion criteria.",No,False
PXD030450,,gpt-5-mini-2025-08-07,"Yes | justification: Description states the study uses ovarian cancer tissue as an example and assesses tumor tissue phosphoproteomes in cancer, indicating the dataset is about ovarian cancer.","No | evidence: Description mentions only ovarian cancer tumor tissue and comparative quantification methods; there is no mention of healthy controls, normal tissue, or non-cancer control samples. | justification: No text indicates inclusion of healthy/normal control samples.","Not applicable | evidence: No explicit sample composition, counts, or percentages are provided in the description. | justification: Cannot evaluate percentage of healthy controls because sample composition is not reported.","Yes | justification: The study compares label-free, spike-in-SILAC, and TMT methods for quantitative phosphoproteome analysis, which is a proteomics (phosphoproteomics) study.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is ovarian cancer–related and is a proteomics (phosphoproteomics) study, it does not report inclusion of healthy controls and thus fails the healthy-controls criterion required for inclusion.",No,False
PXD045423,,gpt-5-mini-2025-08-07,"No | justification: The dataset characterizes EMT induced by TGF-β in MCF10A cells, a human mammary (breast) epithelial cell line; it does not involve ovarian cancer.","No | evidence: Description lists ~420 single cells from MCF10A and proteome quantification; no mention of healthy control samples or clinical/control cohorts. | justification: This is an in vitro cell-line experiment (treated vs. untreated/timepoints likely), not a dataset containing healthy human control samples.","Not applicable | evidence: No explicit sample composition or breakdown of sample classes (e.g., healthy vs disease) is provided in the description. | justification: Because no explicit composition is given and no healthy control samples are indicated, the 20% healthy-control requirement cannot be assessed.","Yes | justification: The description explicitly states this is a single-cell proteomic dataset (numbers of proteins at 1% FDR and after DART-ID), confirming proteomic measurements.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomic, it does not concern ovarian cancer (uses MCF10A breast epithelial cells) and does not contain healthy control samples as required. Therefore it does not meet the inclusion criteria.",No,False
PXD003304,,gpt-5-mini-2025-08-07,No | justification: Title and description describe Salmonella effector SrfH acting on host kinase ERK2; no mention of ovarian cancer or related samples.,"No | evidence: Description does not mention human subjects, patient groups, or healthy control samples. | justification: No indication that the study includes healthy control samples; focus is on a molecular/host-pathogen interaction experiment.","Not applicable | evidence: No sample composition or counts provided in the title/description. | justification: Because no healthy controls are indicated, the 20% composition criterion cannot be assessed.","Unclear | justification: The project aims to identify post-translational modifications (deamidation, phosphorylation) which are often mapped by mass spectrometry/proteomics, but the description does not explicitly state that proteomic methods were used.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: The dataset is not about ovarian cancer and does not report healthy controls. Proteomics usage is not explicitly stated. Fails primary inclusion criteria (ovarian cancer and healthy controls).,No,False
PXD055609,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly refer to ovarian cancer (OC) and the study analyzed five metastatic OC tumors.,No | evidence: Description reports immunopeptidomic analysis on five metastatic OC tumors; no healthy/normal control samples are mentioned. | justification: Only tumor samples are described (five metastatic OC tumors); there is no indication that healthy controls were included.,"No | evidence: Sample composition given as five metastatic OC tumors (311 cryptic peptides across patients); no healthy samples are listed. | justification: Explicit sample composition is provided (5 tumor samples) and contains 0% healthy controls, which is below the 20% threshold.","Yes | justification: The study performed immunopeptidomic analysis (identification of HLA-I–presented peptides), which is a proteomics approach.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is ovarian cancer–focused and uses proteomic (immunopeptidomic) methods, but it lacks healthy control samples (0% controls among described samples), so it does not meet the healthy-controls inclusion criterion.",No,False
PXD054649,,gpt-5-mini-2025-08-07,Yes | justification: Title and description state the study investigates patient-derived xenograft (PDX) models established from two patients with distinct subtypes of ovarian cancer; the work focuses on ovarian cancer proteogenomics.,No | evidence: Description mentions PDX models and original tumors from two ovarian cancer patients; no mention of healthy control samples or normal tissues. | justification: All described samples are tumor-derived (patient tumors and PDXs); there is no indication that healthy/normal control samples were included.,"Not applicable | evidence: No explicit sample composition or counts are provided in the description. | justification: Because no sample composition is reported, the 20% healthy-control threshold cannot be assessed; however, the description contains no mention of any healthy controls.","Yes | justification: The study used a quantitative mass spectrometry-based proteomic approach and generated proteogenomic data, explicitly indicating proteomics was performed.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is ovarian cancer–focused and uses proteomics, it does not include healthy controls (or report any), so it fails the requirement for including healthy control samples.",No,False
PXD051282,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description explicitly refer to HGSOC (high-grade serous ovarian carcinoma), indicating the dataset is about ovarian cancer.","Unclear | evidence: Title: ""Urinary proteomic analysis of HGSOC""; Description: ""Urinary prognostic biomarkers discovery of HGSOC by proteomic analysis"" (no mention of control samples). | justification: Neither the title nor the description mention healthy/control samples, so presence of healthy controls cannot be determined from provided text.","Not applicable | evidence: No sample composition or group counts provided in title/description. | justification: Because sample composition is not reported, percentage of healthy controls cannot be assessed.",Yes | justification: Both title and description state this is a proteomic/ proteomic analysis of urine for biomarker discovery.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: Dataset clearly addresses ovarian cancer (HGSOC) and uses proteomics, satisfying criteria 1 and 3. However, there is no information confirming inclusion of healthy controls (criterion 2), so it does not currently meet all inclusion requirements.",No,False
PXD052205,,gpt-5-mini-2025-08-07,Yes | justification: Title and description state the study used ovarian cancer cells (OVCAR8) and aims to identify p85beta interaction partners in ovarian cancer cells.,No | evidence: Description mentions only samples of ovarian cancer cells OVCAR8; no healthy control samples are described. | justification: Dataset appears to use only cancer cell line samples with no mention of healthy/normal control samples.,"Not applicable | evidence: No explicit sample composition or counts provided in the description. | justification: Because no healthy controls are reported, the 20% composition criterion cannot be assessed.","Yes | justification: Study used immunoprecipitation followed by mass spectrometry to identify protein interaction partners, which is a proteomics approach.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset is ovarian cancer–focused and uses proteomic mass-spectrometry methods, it lacks healthy control samples required by the inclusion criteria.",No,False
PXD066017,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description explicitly focus on serous tubal intraepithelial carcinomas (STIC) as precursors to high-grade serous ovarian cancer and describe effects of ovarian cancer-derived sEVs on fallopian tube epithelium, indicating the study addresses ovarian cancer pathogenesis.","Unclear | evidence: Description describes exposure of fallopian tube tissue to ovarian cancer-derived sEVs and reports transcriptomic/proteomic changes, but does not explicitly state inclusion of healthy control samples or untreated/benign comparator groups. | justification: While the study uses fallopian tube epithelium, the text does not clearly state whether there are explicit healthy control samples (e.g., untreated hFTE from healthy donors or non-cancer sEV-treated samples) or the number/percentage of controls.","Not applicable | evidence: No explicit sample composition or counts/percentages of control vs. experimental samples are provided in the description. | justification: Because sample composition is not reported, the 20% healthy-control threshold cannot be evaluated.","Yes | justification: Description states the platform provides combined spatial transcriptomic and proteomic readouts and specifically reports changes in 25 EV cargo proteins, indicating proteomic data are included.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset is clearly focused on ovarian cancer biology and includes proteomic measurements. However, the description does not explicitly confirm inclusion of healthy control samples or provide sample composition, so the healthy-control criterion cannot be confirmed.",No,False
PXD059026,,gpt-5-mini-2025-08-07,"Yes | justification: Title and description explicitly refer to ovarian cancer and ovarian cancer stem cells (OCSCs), describing mechanisms and therapeutic relevance in ovarian cancer.","No | evidence: Description contains no mention of healthy control samples, normal tissue, or non-cancer controls. | justification: No text indicates inclusion of healthy/control samples in the provided description.","Not applicable | evidence: No sample composition or counts are provided in the description. | justification: Because no explicit sample composition is given, the 20% healthy-control threshold cannot be assessed.","No | justification: Description discusses molecular mechanisms (CPT1A, succinylation, SREBP1, SCD1) and functional experiments in vitro/in vivo but does not mention proteomics methods (e.g., mass spectrometry, proteome profiling) or a proteomics dataset.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: While the dataset is clearly about ovarian cancer, the description does not report any healthy control samples and does not indicate proteomics data or methods. Therefore it fails the healthy-control and proteomics criteria required for inclusion.",No,False
PXD006078,,gpt-5-mini-2025-08-07,Yes | justification: Title explicitly references 'Ovarian Cancer' and the description discusses OPCML tumor suppressor and tumor-related mechanisms relevant to ovarian cancer.,"No | evidence: Description describes a SILAC quantitative lipid raft proteomics experiment focused on OPCML and its P95R mutant; no mention of healthy donors, normal tissue, or healthy control samples. | justification: All text refers to molecular/cell-based experiments and tumor suppression mechanisms; there is no explicit indication that healthy human control samples are included.","Not applicable | evidence: No explicit sample composition or counts are provided in the title or description. | justification: Because sample composition is not reported, the ≥20% healthy-control requirement cannot be evaluated.",Yes | justification: Description states a quantitative (SILAC) proteomics experiment and a lipid raft proteomics study.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is clearly ovarian-cancer–related and uses proteomics (SILAC). However, it does not report inclusion of healthy control samples (and no sample composition is provided), so it fails the healthy-controls inclusion criterion.",No,False
PXD009571,,gpt-5-mini-2025-08-07,No | justification: Title and description describe a general biochemical method for purifying cross-linked RNA–protein complexes (PTex) and applications to tissues and bacteria; there is no mention of ovarian cancer or related samples.,"No | evidence: Description discusses methodological development and recovery of RBPs from tissues and bacteria, with no mention of clinical cohorts, case/control design, or healthy control samples. | justification: No information indicating inclusion of human healthy control samples or any control cohort.","Not applicable | evidence: No explicit sample composition or counts provided in the description. | justification: Because sample composition is not provided and no controls are mentioned, the 20% healthy-control threshold cannot be assessed.",No | justification: The dataset describes a molecular protocol to purify RNA–protein complexes (RBPs) and does not state that mass-spectrometry–based proteomics or protein quantification datasets are included; it is a methodological RNP purification description rather than a proteomics dataset.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: No | justification: The dataset is a general methods/protocol resource for purifying RNA–protein complexes and does not meet any inclusion criteria: it is not about ovarian cancer, contains no described healthy controls, and does not present a proteomics dataset.",No,False
