custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE28827.csv,,gpt-5-mini-2025-08-07,"No | evidence: Summary states samples have CT, PET/CT and gene expression data ""but without clinical follow-up""; provided table columns are limited to sample IDs and ""Histology"" (no OS/PFS status or time fields). | justification: No patient-level survival status or survival time variables are present in the provided metadata (only sample titles and histology). The text explicitly says there is no clinical follow-up.","No | stage i evidence: No stage information provided in the summary or the sample metadata table (only histology: adeno/squamous). | act evidence: No adjuvant chemotherapy annotation present in the summary or the sample metadata. | justification: The dataset metadata contains only sample identifiers and histology; there is no stage (I–IV) annotation and no explicit ACT information, so it cannot be confirmed that >50% are Stage I or that ACT is annotated.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival status/time variables, and lacks stage or adjuvant chemotherapy annotations needed to determine Stage I majority or ACT presence.",No,False
samples_table_GSE54495.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided columns: GPL570_Group, GPL570_Accession, GPL570_Title, GPL570_Source name, GPL570_Subject id, GPL570_Age, GPL570_Gender, GPL570_Case, GPL570_Cell type. Sample rows list 'smoker' or 'adenocarcinoma' under GPL570_Case; no OS/PFS status or time variables present. | justification: The dataset contains clinical labels (case, age, gender, cell type) but does not include any patient‑specific survival time or survival status fields (e.g., overall survival time, survival status, RFS/PFS).","No | stage i evidence: No column indicating tumor stage (e.g., Stage I/II/III/IV) and sample entries show only 'smoker' or 'adenocarcinoma' without stage information. | act evidence: No annotation or column indicating adjuvant chemotherapy (ACT) status is present. | justification: There is insufficient information to determine stage distribution and no explicit ACT annotation; therefore it cannot be confirmed that >50% are Stage I or that ACT is recorded.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient‑level survival time/status variables and provides no stage or adjuvant chemotherapy annotations, so it fails both inclusion requirements.",No,False
samples_table_GSE43458.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata header: 'GPL6244_Group,GPL6244_Accession,GPL6244_Title,GPL6244_Source name,GPL6244_Tissue,GPL6244_Histology,GPL6244_Smoking status' — no columns for overall survival, progression-free survival, relapse-free survival, survival time, or status. | justification: No patient-specific survival time or status variables are present in the provided metadata or summary.",No | stage i evidence: Dataset summary states 80 lung adenocarcinomas and 30 normal tissues but no staging information is provided in the metadata fields. | act evidence: No column or annotation for adjuvant chemotherapy (ACT) is present in the provided metadata. | justification: Neither stage (including Stage I proportion) nor ACT annotations are available; cannot determine >50% Stage I composition or explicit ACT annotation.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status variables and contains no staging or adjuvant chemotherapy annotations, so it does not meet either inclusion criterion.",No,False
samples_table_GSE53893.csv,,gpt-5-mini-2025-08-07,"No | evidence: Study description and sample table show H1299 cell line replicates, transfection and oxygen conditions (e.g., 'H1299','p53 WT','Hypoxia') with no columns for survival time or status (OS/RFS/PFS). | justification: This is an in vitro cell-line transcriptional profiling experiment (H1299 cells). No patient-level clinical data or survival variables are present.",No | stage i evidence: No clinical staging information provided; all samples are cell-line replicates (H1299) rather than patient tumors. | act evidence: No annotation of adjuvant chemotherapy or any treatment of patients; only in vitro treatments (hypoxia vs normoxia) and transfection are described. | justification: Dataset contains only cell-line experimental conditions and lacks any patient-stage or adjuvant chemotherapy annotations.,"meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: no patient-specific survival status/time variables, and no patient-stage or ACT information (study is cell-line based).",No,False
samples_table_GSE114694.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lists only A549 cell line samples (GSM3147494–GSM3147499) with treatment (DOX) and shRNA conditions; no patient IDs or survival time/status fields are present. | justification: This is an in vitro cell-line microarray experiment (A549), not a clinical cohort; therefore no patient-specific survival variables (OS, PFS, RFS) are available.",No | stage i evidence: All samples are A549 human NSCLC cell line; no clinical staging information or patient composition is provided. | act evidence: No annotation indicating adjuvant chemotherapy or patient treatment records is present—only doxycycline treatment of cell lines is listed. | justification: Dataset contains only cell-line experimental conditions and lacks any patient-level staging or ACT annotations; cannot meet >50% stage I or explicit ACT criteria.,"meets survival criterion: No | meets stage or act criterion: No | justification: The study is an A549 cell-line expression experiment with shRNA/DOX treatments and contains no patient data, survival endpoints, staging, or adjuvant chemotherapy annotations; it does not satisfy inclusion criteria.",No,False
samples_table_GSE19434.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table columns: GPL9183_Group, GPL9183_Accession, GPL9183_Title, GPL9183_Source name, GPL9183_Tissue, GPL9183_Pathogenicity, GPL9183_Gender. Summary and table indicate normal (non-pathologic) tissues; no variables for overall survival, progression-free survival, relapse-free survival, or survival time/status are present. | justification: Dataset contains annotations for tissue type, pathogenicity (mostly 'normal'), and gender only. There are no patient-specific survival status or survival time variables.",No | stage i evidence: No cancer staging fields provided. The 'GPL9183_Pathogenicity' column indicates 'normal' for samples; this dataset comprises non-pathologic tissues rather than tumor cases with stage annotations. | act evidence: No fields or annotations indicating adjuvant chemotherapy (ACT) are present in the provided metadata. | justification: Dataset does not include cancer patients or staging information and contains no explicit ACT annotation.,"meets survival criterion: No | meets stage or act criterion: No | justification: Fails required criteria: lacks patient-level survival time/status variables and does not meet stage I majority or include ACT annotations. Samples are normal tissues, not cancer cases.",No,False
samples_table_GSE25326.csv,,gpt-5-mini-2025-08-07,"Unclear | evidence: Many sample rows contain the field label/value 'time to recurrence or censorship (months): <number>' (e.g., 'time to recurrence or censorship (months): 15'). | justification: A patient-level time-to-event variable ('time to recurrence or censorship (months)') is present. However an explicit event/status indicator (recurrence vs. censored) is not clearly labeled as a separate variable in the provided columns, so it is unclear whether both required survival time and status fields are available.","No | stage i evidence: No stage-at-diagnosis or pathologic stage column is provided in the header or sample records; only histologic subtype (adenocarcinoma, squamous, large cell) is shown. | act evidence: No adjuvant chemotherapy (ACT) annotation or treatment field is present in the header or sample records. | justification: Neither per-sample stage information nor ACT annotation is provided, so there is no basis to determine that >50% of patients are Stage I or that ACT annotation exists.","meets survival criterion: Unclear | meets stage or act criterion: No | justification: Although a time-to-recurrence variable is present, an explicit event/status variable is not clearly available in the provided data (so survival criterion is uncertain). The dataset lacks stage information and ACT annotation, so it does not meet the stage/ACT inclusion requirement.",No,False
samples_table_GSE51854.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample annotations (GPL6480_* columns and GSM1254080–GSM1254083) describe miRNA transfection experiments in cell lines (SK-LC-7, mixture of cell lines). No patient-level clinical fields (e.g., OS_time, OS_status, PFS_time, PFS_status, RFS) are present in the provided data. | justification: The excerpt contains only platform/sample experiment metadata for cell‑line transfections and does not include any patient-specific survival time or status variables.",No | stage i evidence: The summary mentions 126 NSCLC specimens and 76 adenocarcinomas but provides no staging breakdown (no Stage I proportion) in the supplied data/annotations. | act evidence: There is no annotation of adjuvant chemotherapy (ACT) status in the provided sample metadata. | justification: Neither a >50% Stage I composition nor explicit ACT annotation is present in the provided dataset excerpt or sample annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset excerpt lacks patient-level survival time/status variables and provides no stage or adjuvant chemotherapy annotations required by the inclusion criteria; therefore it does not meet the necessary criteria for inclusion.,No,False
samples_table_GSE81644.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lines show sample entries like 'NSCLC cell line,H358,NSCLC,4mM' (GSM2160094 etc.). Columns are cell line, cell type, Q concentration, shRNA; no fields for overall survival, progression-free survival, survival time, or status. | justification: This SuperSeries contains experiments on NSCLC cell lines (e.g., A549, H358, H2009, H460) rather than patient samples, and does not include patient-specific survival time or status variables.",No | stage i evidence: Dataset contains only cell line sample annotations (no patient staging information). | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the provided metadata. | justification: There are no patient records to assess stage composition and no ACT-related fields; therefore neither >50% Stage I composition nor ACT annotation is satisfied.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-level survival status/time variables and lacks patient-stage or ACT information (dataset comprises NSCLC cell line experiments).,No,False
samples_table_GSE38404.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided table columns: GPL571_Group, GPL571_Accession, GPL571_Title, GPL571_Source name, GPL571_Cell type, GPL571_Pf299804. Sample rows are PC9 cell line replicates labeled 'Sensitive' or 'Resistant'. No variables for overall survival, progression‑free survival, relapse status, or survival time are present. | justification: This is an in vitro cell line dataset (PC9 and resistant clones) with drug‑sensitivity labels; no patient‑level clinical survival status or time variables are included.","No | stage i evidence: All samples are NSCLC cell lines (PC9) / resistant clones; no patient records or TNM/stage annotations are provided, so % Stage I cannot be assessed and is not applicable. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present. The treatment labels refer to in vitro drug resistance to PF299804/WZ4002, not clinical ACT exposure. | justification: Dataset contains only cell line samples and in vitro treatment/resistance information, so neither a majority of Stage I patients nor ACT annotations are present.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails primary inclusion criterion because there are no patient‑specific survival status/time variables. Also fails secondary criterion because samples are cell lines with no staging or clinical ACT annotation; therefore it does not meet required inclusion criteria.,No,False
samples_table_GSE108135.csv,,gpt-5-mini-2025-08-07,"No | evidence: Tabular fields shown: GPL570_Patient age, GPL570_Patient gender, GPL570_Patient smoking status, GPL570_Patient diagnosis, GPL570_Snail oe. Sample entries are immortalized human bronchial epithelial cell lines (HBEC3/HBEC4) with vector or Snail overexpression. | justification: No patient-specific survival time or status variables (e.g., OS_time, OS_status, PFS_time, PFS_status, RFS) are present; samples represent cell line/isogenic models rather than clinical patient follow-up data.","No | stage i evidence: The GPL570_Patient diagnosis field contains 'No lung cancer as cells isolated from large airway' (2 samples) and 'With lung cancer as cells isolated from large airway' (2 samples). No AJCC/FIGO/TNM staging or explicit 'Stage I' annotation is provided. The proportion with 'With lung cancer' is 2/4 (50%), not >50% stage I. | act evidence: No variables or annotations indicating adjuvant chemotherapy are present. | justification: There is no stage I annotation and no ACT annotation; the dataset consists of cell-line/isogenic samples and does not provide clinical staging or treatment fields required by the inclusion criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient-level survival time/status variables and lacks required clinical staging (>50% stage I) or explicit adjuvant chemotherapy annotation. Samples are experimental cell lines rather than annotated clinical tumor cohorts.,No,False
samples_table_GSE198446.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample table shows GPL21145_Cell line values H358 and A549 and GPL21145_Treatment values siNeg/siKRAS/siUHRF1; no columns for survival time or status (e.g., OS, PFS, RFS). | justification: This dataset is from cell line methylation experiments (H358, A549) with siRNA treatments; there are no patient-level records or survival/time-to-event variables.","No | stage i evidence: No staging information present; all rows describe cell lines (H358, A549) rather than patient stage. | act evidence: No adjuvant chemotherapy annotation; 'Treatment' entries are siNeg/siKRAS/siUHRF1 (siRNA knockdown), not ACT. | justification: Dataset comprises experimental cell line samples, so it cannot meet the >50% stage I or explicit ACT annotation criteria.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset contains only cell line methylation samples with experimental treatments and lacks any patient-specific survival variables, staging, or ACT annotations; therefore it does not meet inclusion criteria.",No,False
samples_table_GSE50627.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists cell lines and replicates (e.g., A549, NCI-H2170, normal lung epithelial cell line). No variables for overall survival, progression-free survival, survival time, or event status are present. | justification: This is an in vitro transcriptomic study of cell lines (putative cancer stem cells and normal stem cells). No patient-level clinical or survival data are included.","No | stage i evidence: Metadata contains only cell line identifiers (A549, NCI-H2170, normal lung epithelial cell line); there is no clinical stage information for patients. | act evidence: No annotation related to adjuvant chemotherapy or treatment is present in the provided metadata. | justification: The dataset comprises cell line samples rather than patient samples, so it cannot meet stage I majority or ACT annotation criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival status/time variables and lacks clinical-stage or adjuvant chemotherapy annotations (samples are cell lines). Therefore it does not meet inclusion requirements.,No,False
samples_table_GSE99143.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table columns: GPL21439_Group, GPL21439_Accession, GPL21439_Title, GPL21439_Source name, GPL21439_Tissue, GPL21439_Diagnosis. Sample entries indicate plasma, NSCLC, and TKI resistance status (primary/secondary). No patient-level survival time or survival status fields (OS, PFS, RFS) are present. | justification: The dataset only contains sample identifiers, tissue, diagnosis, and TKI resistance labels; it lacks any variables representing survival time or survival status required by the inclusion criteria.","No | stage i evidence: No stage information provided in the sample table or metadata (no AJCC/TNM/stage I–IV labels). | act evidence: No adjuvant chemotherapy (ACT) annotation present in the sample table or metadata. | justification: Only TKI resistance status and diagnosis (NSCLC) are listed. There is no indication that >50% of patients are Stage I, nor any explicit annotation of adjuvant chemotherapy.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: (1) lacks patient-specific survival time/status variables, and (2) provides neither stage distribution nor ACT annotation. Therefore it does not meet inclusion requirements.",No,False
samples_table_GSE43459.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists only cell line samples (H441) with treatment labels (scrambled siRNA, ETS2-specific siRNA). No fields for survival time or status (OS/PFS/RFS) are present. | justification: This is an in vitro cell line perturbation experiment (H441 cells); no patient-level clinical or survival variables are provided.","No | stage i evidence: No clinical stage information is provided; all entries are H441 cell line samples, not patient cases. | act evidence: No adjuvant chemotherapy (ACT) annotation is present in the sample metadata. | justification: Dataset contains no patient cohort or clinical annotations (stage or treatment).","meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion (no patient-specific survival time/status) and fails stage/ACT criterion (no patient-stage data and no ACT annotation). This is an in vitro cell-line study, not eligible for the meta-analysis.",No,False
samples_table_GSE53882.csv,,gpt-5-mini-2025-08-07,"Unclear | evidence: The sample table includes a column 'GPL18130_Survival' with binary values (1/0) for many samples, indicating survival status; no survival time (e.g., OS_time, PFS_time, follow-up months) column is present in the provided data. | justification: A survival-status variable appears present, but no patient-specific survival time variable is shown. Inclusion criterion requires both status and time, so presence of time cannot be confirmed from the provided information.","No | stage i evidence: No stage information (e.g., TNM/stage fields or summary stating percent Stage I) is present in the title, summary, or sample table. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation or treatment field is present in the provided data. | justification: Neither dataset-level stage composition nor any ACT annotations are provided, so the criterion of >50% Stage I or explicit ACT annotation is not met.","meets survival criterion: Unclear | meets stage or act criterion: No | justification: Although a binary survival/status column is present, there is no accompanying survival time column shown, so the required survival time variable is not confirmed. Additionally, there is no information on stage distribution or ACT annotations. Therefore the dataset does not clearly meet the inclusion criteria.",No,False
samples_table_GSE28571.csv,,gpt-5-mini-2025-08-07,"No | evidence: Column 'GPL570_Survival' with values 'short'/'long' is present; no numeric survival time (e.g., months) or event/status (dead/alive, recurrence) fields shown. Only 'GPL570_Registry year' is present as a year. | justification: The dataset provides a categorical survival label (short vs long) but does not include patient-specific survival time and event/status variables required (e.g., OS time and OS status or PFS time and status).","No | stage i evidence: There is no column for tumor stage (e.g., Stage I/II/III/IV) in the provided metadata; only 'GPL570_Histology' (histologic subtype) is listed. | act evidence: No column or entries indicating adjuvant chemotherapy (ACT) annotation are present in the provided metadata. | justification: Without stage information or ACT annotation, you cannot determine whether >50% of patients are Stage I nor identify patients with explicit ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks the required patient-level survival time and status variables (only 'short'/'long' labels are provided) and contains no staging or adjuvant chemotherapy annotations; therefore it does not meet either inclusion criterion.,No,False
samples_table_GSE29135.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided table/header contains fields like Patient id, Stage, Subtype, Age, Gender (e.g., 'GPL8179_Stage','GPL8179_Subtype','GPL8179_Age','GPL8179_Gender') but no patient-level survival time or status columns (no OS/RFS/PFS time or event/status fields). Although title/summary mention RFS, the supplied sample-level metadata does not include survival variables. | justification: The dataset metadata provided lacks explicit per-patient survival time and event/status variables required by inclusion criterion 1 despite the study reporting RFS analyses in the manuscript.","Yes | stage i evidence: Title and summary explicitly state this is a study of stage I NSCLC (357 stage I patients). The 'Stage' column in the supplied table contains stage IA/IB entries for essentially all patients. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the provided table or header; there is no column indicating ACT receipt. | justification: The dataset clearly comprises predominantly (in fact exclusively, IA/IB) stage I patients, meeting the stage-I majority requirement; there is no ACT annotation.",meets survival criterion: No | meets stage or act criterion: Yes | justification: The dataset meets the stage I composition requirement but does not meet the survival-variable requirement based on the provided files. Inclusion would be possible only if patient-level survival time and status fields are made available.,No,False
samples_table_GSE35911.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided metadata lists GSM IDs, cell line names and cell types (e.g., 'Lung Adenocarcinoma Cell Line', 'human embryonic stem cell'), but contains no variables for overall survival, progression-free survival, survival time, or survival status. | justification: This is an in vitro cell-line expression/methylation study; no patient-level clinical follow-up or survival fields are present.","No | stage i evidence: No AJCC/TNM/stage annotations or percentage breakdowns by stage are present; sample descriptors are cell line types rather than patient stage. | act evidence: No mention or field indicating adjuvant chemotherapy (ACT) annotation in the metadata. | justification: Samples are cell lines and induced pluripotent/differentiated cells, not clinical patient samples with stage or treatment annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient-specific survival time/status and lacks stage I composition or ACT annotation; therefore it does not meet required inclusion criteria.,No,False
samples_table_GSE141479.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table columns: GPL23126_Group, GPL23126_Accession, GPL23126_Title, GPL23126_Source name, GPL23126_Diagnosis, GPL23126_Tissue, GPL23126_Cell type, GPL23126_Treatment, GPL23126_Individual. No variables for overall survival, progression-free survival, relapse status, or survival times are present. | justification: The metadata and sample rows list diagnosis, tissue, cell type, treatment (pre/post nivolumab) and individual IDs only; there are no patient-level survival status or time variables.","No | stage i evidence: No stage information is provided in the dataset metadata or sample rows (Diagnosis listed only as 'Non-small cell lung cancer'). | act evidence: Treatment field indicates 'Pre-treatment' or 'Post-treatment (nivolumab)'; there is no annotation of adjuvant chemotherapy. | justification: Dataset lacks any stage annotation (cannot determine proportion of Stage I patients) and does not contain explicit adjuvant chemotherapy (ACT) labeling; treatment refers to checkpoint inhibitor (nivolumab) timing, not ACT.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not provide patient-specific survival status or survival time variables and does not meet the stage I majority or explicit ACT annotation requirement. Therefore it does not satisfy the inclusion criteria.,No,False
samples_table_GSE19592.csv,,gpt-5-mini-2025-08-07,"No | evidence: Study summary: expression profiling in NSCLC cell line H460 with DUSP1 manipulation; sample table lists GSM488171 (H460v) and GSM488172 (H460cri) as cell line samples. | justification: This is an in vitro cell line gene expression experiment (H460) with no patient-level records; no variables for overall survival, progression-free survival, or recurrence status/times are provided.",No | stage i evidence: No clinical staging information is present; all listed samples are H460 cell line specimens (not patient tumor samples). | act evidence: No annotation for adjuvant chemotherapy; sample descriptions refer to genetic modification (empty vector or DUSP1 siRNA) rather than treatment history. | justification: The dataset contains only cell line experiments and therefore cannot meet criteria for proportion of stage I patients or explicit ACT annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-level survival variables and lacks clinical staging or ACT annotations (cell line study).,No,False
samples_table_GSE101673.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists GSM entries for HBEC control or CSC-treated cells, time points (e.g., 'at 1 month', 'at 6 month', 'at 10 month'), and xenograft tumors; no patient-level fields for overall survival, progression-free survival, survival time, or survival status. | justification: This is an experimental cell-line / xenograft methylation dataset. The 'time point' indicates culture/treatment duration, not patient follow-up or survival status/time.","No | stage i evidence: No clinical staging fields present; sample types are 'human bronchial epithelial cells (HBEC)' and xenograft tumors, not annotated with TNM or stage I/II/III/IV. | act evidence: No adjuvant chemotherapy (ACT) annotation in metadata; treatments listed are 'cigarette smoke condensate (CSC)' exposure and KRAS/EV expression, not clinical chemotherapy. | justification: Dataset contains experimental exposures and xenografts, not a clinical cohort with staging or ACT annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-specific survival status/time variables and lacks clinical stage or ACT annotation. Data are in vitro and mouse xenograft samples rather than human clinical cohort data.,No,False
samples_table_GSE201608.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists GSM6068510-12 as cell lines (NCI-H1975, OR1, OR2) with fields like 'Cell type' and 'Phenotype'; no patient IDs or survival time/status variables present. | justification: Dataset is in vitro cell line expression data, not clinical patient data; therefore no patient-specific survival time or status variables are available.","No | stage i evidence: Metadata describes samples as 'non-small cell lung cancer cell line' (NCI-H1975, OR1, OR2); no staging information provided. | act evidence: No adjuvant chemotherapy or treatment annotation is provided—only 'osimertinib sensitive' or 'osimertinib resistant' phenotypes describing cell line drug response. | justification: Dataset contains only cell line samples without clinical stage or ACT annotations; cannot determine any proportion of Stage I patients or presence of ACT data.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion (no patient survival time/status variables) and fails stage/ACT criterion (no clinical staging or adjuvant chemotherapy annotation; samples are cell lines).,No,False
samples_table_GSE31800.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata lists GSM records with fields such as 'Tissue', 'Subtype', 'Source name' and sample titles (e.g., 'AC_2_mRNA', 'SqCC_45_mRNA') but contains no patient-level survival fields (no OS/PFS/RFS time or status columns). | justification: The summary is limited to sample identifiers, tissue and histologic subtype; there are no variables for survival time or event status exposed in the provided metadata.","No | stage i evidence: No 'stage', 'TNM', 'pathologic stage' or similar staging fields are present in the provided metadata; sample composition by stage is not reported. | act evidence: No annotation mentioning 'adjuvant', 'chemotherapy', 'ACT' or treatment status appears in the provided metadata. | justification: The dataset description lists resected tumor samples and histologic subtype only; neither stage distribution nor explicit adjuvant chemotherapy annotations are provided, so neither inclusion condition is met.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time/status variables and does not provide stage distribution or explicit adjuvant chemotherapy annotations; therefore it does not meet either inclusion requirement.,No,False
samples_table_GSE36821.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset consists of microarray samples from NSCLC cell lines (A549, H1650, H460, H1975) with labels 'side' and 'main' populations; no patient records or OS/PFS/RFS time/status fields are provided. | justification: Data are from cell line samples (SP vs MP) not from clinical patients, so no patient-specific survival time or status variables exist.","No | stage i evidence: No clinical staging information provided; samples are cell lines, not patient tumors. | act evidence: No annotation of adjuvant chemotherapy or treatment for any patients (no patient records present). | justification: The dataset contains only cell line population samples with no clinical metadata on stage or adjuvant therapy.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-level survival time/status data and lacks clinical information indicating >50% stage I patients or explicit adjuvant chemotherapy annotation. The dataset is preclinical (cell line) expression data.,No,False
samples_table_GSE3593.csv,,gpt-5-mini-2025-08-07,"Unclear | evidence: Sample metadata contains a per-sample field ""STATUS(0=alive, 1=dead)"" for many GSM entries (e.g., ""STATUS(0=alive, 1=dead): 0"" / "": 1""). No explicit survival time variable (e.g., OS_time, PFS_time, follow-up months) is present in the provided data snippet. | justification: The dataset clearly includes patient-specific vital status, but the provided records do not include any patient-specific survival time variable. Because both status AND time are required, the survival-data criterion cannot be confirmed from the supplied information.","Unclear | stage i evidence: Title/summary refers to ""Early stage Non-small cell Lung Cancer"" but the provided sample metadata lines do not include stage annotations (no 'Stage' or 'T/N/M' fields) or counts by stage. | act evidence: The title/summary mentions ""adjuvant therapy"" but there are no explicit per-patient annotations indicating receipt of adjuvant chemotherapy in the provided metadata. | justification: Although the study title implies early-stage disease and adjuvant therapy, the provided dataset fragment contains no explicit stage labels or ACT flags and no information on cohort stage composition, so neither >50% stage I composition nor explicit ACT annotation can be confirmed.",meets survival criterion: No | meets stage or act criterion: Unclear | justification: The dataset fails the required survival criterion because survival time is not present (only status is shown). The stage/ACT criterion cannot be verified from the provided metadata (title implies early stage/adjuvant therapy but no per-patient stage or ACT fields are present). Therefore it does not meet the inclusion requirements based on the supplied information.,No,False
samples_table_GSE87026.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided columns: GPL6244_Group, GPL6244_Accession, GPL6244_Title, GPL6244_Source name, GPL6244_Subtype, GPL6244_Disease state; rows list adenocarcinoma subtypes and sample accessions with no OS/PFS/RFS status or time fields. | justification: No patient-specific survival status or survival time variables are present in the dataset excerpt.","No | stage i evidence: No staging information present in columns or rows (only subtype and disease state 'Adenocarsinoma' are listed). | act evidence: No annotation or column indicating adjuvant chemotherapy or treatment received. | justification: The dataset contains histologic subtype labels only and lacks any stage or adjuvant chemotherapy fields, so cannot be considered majority stage I or explicitly ACT-annotated.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no survival time/status variables and no stage I majority or ACT annotation present in the data excerpt.,No,False
samples_table_GSE75307.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset is an in vitro gene expression study of HCC827 NSCLC cell line (sample metadata columns: GPL10558_Cell line, GPL10558_Cell type, GPL10558_Treated with, GPL10558_Co-cultured with). No patient-level fields for overall survival, progression-free survival, or survival time/status are present. | justification: All samples are cell-line experiments (HCC827) with treatment/co-culture annotations; there are no patient records or survival variables.","No | stage i evidence: Not applicable — no patient staging or clinical cohort information provided; samples are cell-line replicates. | act evidence: No explicit adjuvant chemotherapy annotation. 'Treated with' lists gefitinib (an EGFR-TKI) applied to cell lines, not documented adjuvant chemotherapy in patients. | justification: Cannot determine >50% Stage I composition because there are no patient clinical data; no ACT annotation meeting inclusion criteria.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails the required survival-data criterion (no patient survival time/status variables) and fails the stage I/ACT criterion (no patient staging or adjuvant chemotherapy annotation). This is an in vitro cell-line study, not an eligible clinical cohort.",No,False
samples_table_GSE19034.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata (GSM records / platform columns) contains fields such as disease state, sample number, source name and assay type (DNA, aCGH) but no columns for overall survival, progression-free survival, survival time, or vital status. | justification: This is a DNA/aCGH/methylation study metadata listing specimen IDs and disease/control status only; no patient‑level survival status or time variables are present.","No | stage i evidence: No staging information is provided in the metadata or summary (only ‘lung, adenocarcinoma’ vs ‘lung, non-malignant’). | act evidence: No treatment or adjuvant chemotherapy annotation is present in the dataset metadata or summary. | justification: Sample annotations are limited to tissue/assay descriptors; there is no stage or therapy information to indicate >50% Stage I cases or explicit ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient‑level survival status/time variables and contains no staging or adjuvant chemotherapy annotations; therefore it does not meet either inclusion requirement.,No,False
samples_table_GSE38944.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table lists GSM identifiers and columns: Treatment, Cell line, Knockdown (e.g., A549 Control Si, H1650 ID-1 Si EGF). No variables for overall survival, progression-free survival, relapse-free survival, or survival time/status are present. | justification: This is an in vitro cell-line microarray experiment (A549, H1650) with treatment and knockdown annotations, not patient-level clinical data; therefore no patient-specific survival time/status variables exist.","No | stage i evidence: No clinical staging information is provided; all samples are cell lines (A549, H1650) rather than patient tumors, so percent stage I cannot be assessed and is not applicable. | act evidence: No adjuvant chemotherapy (ACT) annotation is present in the sample metadata; only treatments listed are nicotine and EGF and siRNA knockdown. | justification: Dataset consists of experimental cell-line samples with treatment/knockdown metadata and lacks any clinical staging or adjuvant chemotherapy fields.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: no patient-level survival status/time variables and no clinical-stage or ACT annotation (cell-line study). Dataset is not eligible for inclusion.,No,False
