custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study uses array-based transcription profiling on RNA (microarray platform) rather than sequencing or proteomics.,Yes | evidence: Disease state/staging and DISEASESTATE list include: Alzheimer's disease. | justification: Alzheimer's disease is an explicit disease group in the sample annotations.,"Yes | evidence: Organism: Homo sapiens; Organism part: middle temporal gyrus; Title: Alternative splicing in human temporal cortex. | justification: Samples are from human temporal cortex (middle temporal gyrus), a CNS region.",No | evidence: Cell type/line: Not found; Sample annotations indicate tissue (middle temporal gyrus) rather than cell lines or in vitro models. | justification: No patient-derived cell lines or disease model samples are indicated; tissue samples are reported.,"Yes | evidence: Experimental Designs include disease_state_design; Experimental Factors: DISEASESTATE with levels Alzheimer's disease, normal, Frontotemporal lobar degeneration. | justification: The design includes disease versus normal groups allowing case/control comparisons (AD vs normal).","No | evidence: Organism part: middle temporal gyrus (temporal cortex). | justification: Temporal cortex is a brain region relevant to AD neurodegeneration (neocortical region), not an excluded region like cerebellum.",,,,No,True,"Unclear | evidence: Disease state/staging fields list disease groups but no Braak staging or NFT stage information is provided. | justification: The dataset indicates AD diagnosis but does not report Braak stage (e.g., V/VI). Cannot confirm whether AD samples meet the required Braak V/VI inclusion criterion.","No | evidence: Clinical/familial annotations list 'Alzheimer's disease' but familial labels are only specified for FTLD (e.g., Familial FTLD with MAPT/PGRN). Alzheimer's disease is not annotated as familial. | justification: The AD samples are not indicated to be exclusively familial AD cases.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay is array-based microarray profiling (compatible); no RNA-seq or proteomics technologies are indicated.,"justification: The dataset meets many inclusion criteria: human microarray expression profiling of relevant CNS tissue (middle temporal gyrus) and includes Alzheimer's disease and control groups with a disease_state design. However, the dataset does not report Braak staging or NFT stage for AD samples. Because inclusion requires disease AD samples to be classified as Braak V/VI, and staging information is absent, the dataset cannot be confirmed to meet that key requirement and therefore should be excluded.",No,,,,
alzheimer-screened_E-MTAB-7852,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: performed microarray analyses using Affymetrix Gene Chip Human Exon 1.0 ST array; Assay count: 27. | justification: The study used human-derived samples (hiPS cell lines) and expression profiling was performed on an Affymetrix microarray platform.,"Yes | evidence: Description focuses on Aβ production and mentions Alzheimer disease; Experimental Factors list Disease: normal, Alzheimer disease; one cell line named 'AD4F-1'. | justification: The study explicitly investigates Aβ related to Alzheimer's disease and includes at least one AD-derived cell line / disease factor labeled 'Alzheimer disease'.",No | evidence: Samples: neuronal cell cultures differentiated from human induced pluripotent stem cells (hiPS); Organism part: Not found; Developmental stage: Not found. | justification: Samples are in vitro hiPS-derived neuronal cultures rather than primary human brain/CNS tissue.,"Yes | evidence: Cell type/line: induced pluripotent stem cell; Cell lines listed: 201B7, 253G4, AD4F-1; Description: neuronal cells derived from human induced pluripotent stem cells, three independent cultures per hiPS line. | justification: The dataset consists of patient-derived (or disease-derived) in vitro iPSC lines differentiated into neuronal cultures, i.e., disease models/in vitro cell lines.","No | evidence: Experimental Designs: development or differentiation design; Description: compare samples from 38-day cultures vs 45- and 52-day cultures; Experimental Factors: time, cell line, disease. | justification: Study compares differentiation timepoints in cultured cell lines rather than clinical case vs control human tissue samples.","No | evidence: Organism part: Not found; samples are cell cultures, no brain regions reported. | justification: Not applicable — no brain regions were sampled, so exclusion for irrelevant brain region (e.g., cerebellum) does not apply.",,,,No,False,"No | evidence: Disease state/staging: Not found; dataset describes differentiation timepoints (days 38, 45, 52) with no Braak staging or intermediate AD phenotype labels. | justification: The dataset does not report Braak staging or intermediate AD phenotypes; it uses in vitro differentiation timepoints instead.",No | evidence: Clinical/familial: Not found; sample metadata lists disease as 'Alzheimer disease' but provides no indication that cases are familial AD. | justification: There is no evidence that the dataset consists exclusively of familial AD cases; familial status is not specified.,No | evidence: Technology: Array assay; Affymetrix Gene Chip Human Exon 1.0 ST array is reported in the Description. | justification: The platform is microarray-based and therefore compatible with inclusion criteria for microarray expression profiling.,"justification: Exclude. Although the dataset uses human samples and microarray profiling and is AD-related, it consists of hiPS-derived in vitro neuronal cultures (disease models) rather than primary human CNS tissue (exclusion criterion 4), and it is a differentiation/time-course design rather than a clinical case/control study (exclusion criterion 5). Therefore it does not meet the requirement for human CNS tissue case/control AD samples.",No,,,,
alzheimer-screened_E-MTAB-8283,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: Human - One-color microarray; Assays and Data: Technology: Array assay; Description: These data assess the levels of microRNAs via miRNA array in brain tissue | justification: Study annotated as human microarray (one-color) array assay profiling RNA (miRNA array) from human samples.,"Yes | evidence: Title: miRNA PCR Array of cortex tissue from Alzheimer disease (AD), high pathological control (HPC) and normal (CTL) subjects; Description: ...brain tissue from control, high pathological controls, and Alzheimer disease subjects | justification: Dataset explicitly includes Alzheimer disease subjects and disease staging labels include 'Alzheimer's disease'.","Yes | evidence: Organism: Homo sapiens; Organism part: brain; Title: ...cortex tissue | justification: Samples are human brain (cortex) tissue, a CNS region.","No | evidence: Source Characteristics: Organism part: brain; Cell type/line: Not found; Samples described as cortex tissue from subjects | justification: Samples are ex vivo human brain tissue, not patient-derived cell lines or in vitro/disease model systems.","Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease staging; Disease state/staging: high-pathological control, Alzheimer's disease, normal | justification: Study uses a disease-state design comparing AD, high-pathological controls, and normal (control) subjects — a case/control style comparison.","No | evidence: Title: ...cortex tissue; Organism part: brain | justification: Tissue is cortex (neocortex), a brain region affected in AD; not an irrelevant region like cerebellum.",,,,No,False,"Unclear | evidence: Clinical/familial: Clinical information: low neurofibrillary tangles and no neuritic plaques, intermediate neurofibrillary tangles and low neuritic plaques; Disease staging: high-pathological control, Alzheimer's disease, normal | justification: No explicit Braak staging (V/VI) is reported. Clinical annotations mention low/intermediate NFT and plaque burden, suggesting many samples may be intermediate/low pathology; it is unclear whether AD cases reach Braak V/VI required for inclusion.","No | evidence: Clinical/familial: Clinical information lists pathology details (NFTs, plaques) but does not indicate familial AD | justification: No indication that samples are familial AD; labels indicate sporadic/clinicopathologic classifications.","No | evidence: Study type: Human - One-color microarray; Technology: Array assay; Assay by Molecule: RNA assay | justification: Platform is an array-based RNA assay (miRNA array), not RNA-seq or proteomics, so technology is compatible with microarray-based expression profiling.","justification: Although this is a human cortex RNA array dataset profiling Alzheimer disease subjects (meets criteria 1–3, 5 and technology requirement), the study does not report Braak V/VI staging and clinical annotations emphasize low/intermediate neurofibrillary tangle and plaque levels. Because inclusion requires clear disease samples classified as Braak V/VI (neocortical NFT stage), and here it is unclear or likely that AD samples are not end-stage, the dataset should be excluded.",No,,,,
lbd-screened_E-GEOD-16658,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: labeled and hybridized to Exiqon microarrays spotted with probes for 733 human miRNAs; Technology: Array assay; Organism: Homo sapiens. | justification: Dataset uses microarray-based miRNA expression profiling on human samples (Exiqon microarrays).,"Yes | evidence: Description and sample attributes: Parkinson's disease patients (idiopathic PD) are explicitly stated as disease state. | justification: Parkinson's disease is a Lewy body disease (LBD), so the dataset pertains to LBD.","No | evidence: Title and Description: expression profiling of PBMCs (peripheral blood mononuclear cells); Source characteristics list peripheral blood-derived disease states; Organism part not brain/CNS. | justification: Samples are PBMCs (blood), not human brain/CNS tissue.","No | evidence: Description: total RNA extracted from PBMCs of PD patients and controls; Samples are peripheral blood primary cells, not cell lines or model systems. | justification: PBMCs are patient-derived primary blood cells (ex vivo), not in vitro cell lines or experimental disease models. Exclusion criterion for cell lines/models does not apply. ",Yes | evidence: Description: profiling in PBMCs of 19 PD patients and 13 controls; Experimental Factor DISEASE STATE lists affected vs unaffected. | justification: Study includes PD cases and unaffected controls (case/control design).,"Yes | evidence: Samples are PBMCs (peripheral blood), no brain region sampling reported. | justification: No CNS/brain regions are sampled—tissue is peripheral blood, which is not a brain region affected by LBD neurodegeneration; therefore the dataset does not sample relevant LBD-affected brain regions. ",,,,No,False,,,,,,"No | evidence: Description: To investigate idiopathic PD; Clinical/familial attributes: Not found (no indication of familial cases). | justification: Dataset describes idiopathic (sporadic) PD patients, not familial LBD-only cases. ","No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: Platform is microarray (miRNA arrays), compatible with microarray expression profiling; no RNA-seq or proteomics reported. ","justification: Although this is human microarray expression profiling and concerns a Lewy body disease (Parkinson's disease) with a case/control design, the samples are PBMCs (peripheral blood) rather than human brain/CNS regions relevant to LBD. The requirement for CNS tissue from LBD-affected regions is not met, so the dataset should be excluded.",No
lbd-screened_E-GEOD-29889,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; 39 array assays. | justification: The study used microarray-based transcription profiling (array RNA assays) on human-derived samples (Huh-7 hepatoma cell lines).,"No | evidence: Title and Description: study concerns Hepatitis C virus (HCV) infection and Huh-7 hepatoma cells; no mention of Lewy body disease, Parkinson's disease, or LBD. | justification: The dataset is focused on HCV infection susceptibility in hepatoma cell lines, not Lewy body diseases.","No | evidence: Title/Description: Huh-7 derived hepatoma cells (liver cancer cell lines); Organism part: Not found; samples are cell lines, not brain tissue. | justification: Samples are liver-derived in vitro cell lines (Huh-7), not human CNS/brain tissue.","Yes | evidence: Description: analysis of six Huh-7 derived hepatoma cell cultures and comparisons of infected vs uninfected cells; sample types are cell lines. | justification: This is an in vitro study using established hepatoma cell lines (Huh-7 subclones), i.e., patient-derived in vitro cell models, not clinical tissue samples.",No | evidence: Description: comparisons are between cell line substrains (susceptible vs resistant) and infected vs uninfected cells; Experimental Designs: Not found. | justification: The study uses experimental group comparisons of cell lines and infection status rather than a clinical case/control design with patient cases and controls.,"No | evidence: Organism part: Not found; samples are hepatoma cell lines (liver origin), not brain regions. | justification: No brain regions are sampled; question of irrelevant brain region does not apply.",,,,No,False,,,,,,No | evidence: Description and metadata: disease focus is HCV infection in cell lines; no mention of familial LBD or familial disease cohorts. | justification: Dataset does not involve familial LBD cases.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based and therefore compatible with microarray expression profiling inclusion criteria.,"justification: Exclude. Although the dataset uses human-derived microarray expression profiling, it is an in vitro study of Huh-7 hepatoma cell lines focusing on HCV infection (not LBD), contains no human CNS/brain tissue, and is an experimental cell-line comparison rather than a clinical case/control LBD study.",No
lbd-screened_E-GEOD-70845,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling (array) on human-derived material (RNA from SH-SY5Y cells).,No | evidence: Title/Description: 'Gene expression profiling of SHSY5Y cells exposed to manganese' — description mentions manganese neurotoxicity and references Parkinson/manganism but does not describe Lewy body diseases or PD/LBD patient samples. | justification: The study is an in vitro manganese exposure model and does not investigate clinical Lewy body disease cases or explicitly study LBD.,"No | evidence: Samples: Cell line: SHSY5Y; Cell type: neuroblastoma cell line; Organism part: Not found. | justification: Samples are an immortalized human neuroblastoma cell line (SH-SY5Y), not primary human brain/CNS tissue.","Yes | evidence: Samples indicate 'Cell line: SHSY5Y' and description: 'SHSY-5Y cells. Cells were exposed ... Cells grown in ... three replicates...'. | justification: The dataset is an in vitro experiment using a human neuroblastoma cell line (not patient-derived tissue), which matches the exclusion criterion for patient-derived in vitro cell lines/disease models.","No | evidence: Experimental Factors: treated with; Description: cells exposed to manganese vs controls; Experimental Designs: Not found. | justification: The study is an experimental treated-vs-untreated cell exposure experiment, not a clinical case vs control study of patients with/without LBD.","No | evidence: Organism part: Not found; Samples are a cell line (SH-SY5Y) rather than brain region samples. | justification: No brain regions are sampled, so the question of irrelevant brain region does not apply; it does not sample any brain region that would be evaluated for LBD relevance.",,,,No,False,,,,,,"No | evidence: Clinical/familial: Not found; study uses cell line model, not familial LBD cases. | justification: There is no indication the dataset involves familial LBD cases.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling (compatible); no RNA-seq or proteomics reported.,"justification: Exclude. Although the dataset uses human-derived material and microarray profiling, it is an in vitro manganese exposure experiment on the SH-SY5Y neuroblastoma cell line, not clinical human brain/CNS tissue from LBD patients, and not a case/control study of sporadic LBD. It therefore fails inclusion criteria 2, 3 and 5 and meets exclusion criterion 4.",No
lbd-screened_E-MEXP-18,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used microarray-based transcription profiling on human samples (array/RNA assay), meeting the human microarray expression profiling criterion.",No | evidence: Experimental Factors > Source Characteristics: Disease: cancer; DiseaseState: cancer. Description: dataset spans diverse tissues and predominantly normal physiological states; no mention of Parkinson's disease or Lewy body disease. | justification: The annotated disease is cancer and the study is a broad tissue expression resource; there is no indication the study pertains to Lewy body diseases (LBD).,"Yes | evidence: Experimental Factors > Source Characteristics: Organism part: caudate nucleus; Organism: Homo sapiens; Developmental stage: adult. | justification: The dataset includes human brain/CNS tissue (caudate nucleus), which is a CNS region.","Yes | evidence: Additional attributes: CellLine: Daudi; CellType/hepatocyte entries; Description: profiled gene expression from a diverse set of tissues, organs, and cell lines. | justification: The study includes in vitro cell lines (e.g., Daudi), meeting the exclusion criterion for patient-derived in vitro cell lines/disease models.","No | evidence: Sample count: 1; Experimental Designs: organism_part_comparison_design, disease_state_design but no explicit case vs control groups for LBD; Description describes a broad resource rather than a focused case/control study. | justification: There is no explicit case/control design for LBD samples; the study is a heterogeneous tissue/cell line resource rather than a controlled case/control experiment for disease.","No | evidence: Organism part: caudate nucleus (part of the striatum). | justification: The caudate nucleus is part of the striatum and is relevant to LBD neurodegeneration, so the sampled brain region is not irrelevant to LBD.",,,,No,False,,,,,,No | evidence: Clinical/familial: Not found; Disease annotated is cancer. | justification: There is no indication the dataset involves familial LBD cases; familial LBD is not present.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling (compatible); no RNA-seq or proteomics reported.,"justification: Exclude. Although the dataset uses human microarrays and includes a relevant CNS region (caudate nucleus), it does not pertain to Lewy body diseases (disease annotated is cancer), contains cell lines, and lacks a case/control LBD design. Therefore it fails the LBD-specific inclusion criteria.",No
lbd-screened_E-MTAB-1194,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Title: Microarrays of frontal cortex (area 8) of Parkinson cases and controls. | justification: Study uses array-based transcription profiling (microarrays) on RNA from human samples.,"Yes | evidence: Disease: normal, Parkinson's disease; Diseasestate/DISEASESTATE: Parkinson's disease, normal; Title references Parkinson cases. | justification: Dataset compares Parkinson's disease cases to controls; Parkinson's disease is a Lewy body disease (LBD) and falls within the targeted disease group.","Yes | evidence: Organism: Homo sapiens; Organism part / Source Characteristics: frontal lobe (frontal cortex, area 8); Title: frontal cortex (area 8). | justification: Samples are from human brain (frontal cortex), a CNS tissue.",No | evidence: Organism part: frontal lobe; Cell type/line: Not found; Title and Description indicate tissue microarrays of frontal cortex. | justification: Samples are brain tissue (not patient‑derived cell lines or in vitro disease models).,"Yes | evidence: Experimental Factors/DISEASESTATE: Parkinson's disease, normal; Description and Title state 'Parkinson cases and controls'. | justification: Study compares Parkinson's disease cases against normal controls, i.e., a case/control design.","No | evidence: Organism part: frontal lobe (frontal cortex, area 8); Title/Description focus on frontal cortex. | justification: Frontal cortex is a CNS region that can be affected in LBD (cortical Lewy body pathology); it is relevant for LBD studies.",,,,Yes,True,,,,,,No | evidence: Clinical/familial: Not found; Disease annotations list Parkinson's disease without familial descriptors. | justification: No indication dataset is restricted to familial LBD cases; therefore it is not exclusively familial.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Platform is microarray (compatible); no RNA-seq or proteomics indicated.,"justification: This is an array-based transcription profiling study on human frontal cortex (area 8) comparing Parkinson's disease cases to controls. Parkinson's disease is a Lewy body disease, samples are relevant CNS tissue, design is case/control, samples are tissue (not in vitro), and technology is microarray. No evidence of familial-only cases. Therefore the dataset meets inclusion criteria.",Yes
lbd-screened_E-MTAB-2325,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Data are human samples profiled using microarray (single‑color transcription profiling, array assay) suitable as microarray expression data.","No | evidence: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis; Title: Gene expression profiles in motor cortex of Control and Sporadic Amyotrphic Lateral Sclerosis patients. | justification: The disease studied is sporadic ALS, not a Lewy body disease (e.g., Parkinson's disease or dementia with Lewy bodies).","Yes | evidence: Organism part: v4 cortex; Title and description reference motor cortex; Organism: Homo sapiens. | justification: Samples are from human brain (motor cortex), i.e., CNS tissue.",No | evidence: Experimental Designs: clinical history design; Source Characteristics: Organism: Homo sapiens; Organism part: v4 cortex; no cell line or in vitro model indicated. | justification: Samples are post‑mortem human brain tissue (not patient‑derived cell lines or in vitro disease models).,"Yes | evidence: Experimental Designs: case control design; Disease: normal, Sporadic Amyotrophic Lateral Sclerosis; Sample count: 41. | justification: Study explicitly uses a case–control design comparing sporadic ALS cases to controls.","Yes | evidence: Organism part: v4 cortex (motor cortex); Title specifies motor cortex. | justification: Motor cortex is primarily affected in ALS; it is not a canonical region targeted by Lewy body disease neurodegeneration (which principally affects substantia nigra, limbic regions and cortex in DLB but typically not motor cortex as primary site). Thus tissue is not a region most relevant to LBD.",,,,No,False,,,,,,No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis; Experimental Factors list includes 'Familial anamnesis' as an attribute but disease is labeled sporadic. | justification: Cases are described as sporadic ALS rather than familial LBD; familial LBD is not the focus.,"No | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay platform is microarray (array transcription profiling), which is compatible with inclusion (not RNA‑seq or proteomics).","justification: Exclude: although this is human microarray data from CNS (motor cortex) and a case/control design, the study investigates sporadic ALS (not a Lewy body disease) and samples motor cortex, a region not specifically relevant to LBD neurodegeneration. Therefore it does not meet the requirement that the dataset pertain to LBD and involve LBD‑relevant brain regions.",No
lbd-screened_E-MTAB-2374,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Description: analyzed by hybridization of HG U133 plus 2.0 arrays; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used Affymetrix HG U133 Plus 2.0 arrays to profile RNA, which is standard microarray expression profiling on human samples.","No | evidence: Title and description focus on multiple sclerosis; Experimental Factors > Disease lists multiple sclerosis and several other conditions (including a mention of Parkinson's disease). | justification: The study is designed to investigate multiple sclerosis and controls. Although Parkinson's disease appears in the disease list as one of several diagnoses, the dataset does not pertain primarily to Lewy body diseases (LBD).",No | evidence: Organism part: cerebrospinal fluid. | justification: Samples are cerebrospinal fluid (CSF) cells rather than brain/CNS tissue regions. CSF is a CNS fluid but not brain tissue from regions relevant to LBD neurodegeneration.,"No | evidence: Description: RNA isolated from fresh cerebrospinal fluid samples of patients; Experimental design: ex_vivo_design. | justification: Samples are primary ex vivo CSF cells from patients, not patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Experimental Designs: disease state design; Description: compared multiple sclerosis and control patients; Experimental Factors: disease. | justification: The study uses a disease-state (case vs control) design comparing MS patients to non-MS controls.,"Yes | evidence: Organism part: cerebrospinal fluid; LBD-relevant regions (e.g., substantia nigra, cortex, limbic areas) are not listed. | justification: CSF cells are not from specific brain regions that are directly affected by LBD neurodegeneration, so sampled material is not from LBD-relevant brain regions.",,,,No,False,,,,,,No | evidence: Clinical/familial: Not found. | justification: There is no indication the dataset is restricted to familial LBD cases.,"No | evidence: Technology: Array assay; Description: HG U133 plus 2.0 arrays. | justification: The dataset uses microarray technology, which is compatible with the inclusion criteria.","justification: Exclude. Although this is a human microarray study, it investigates multiple sclerosis using cerebrospinal fluid cells rather than studies of Lewy body diseases or brain regions affected by LBD. The presence of a small number of Parkinson's disease-labelled samples does not make the dataset an LBD-focused study nor provide samples from LBD-relevant brain regions.",No
lbd-screened_E-MTAB-4164,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens; Assay count: 32. | justification: Human samples profiled by microarray-based transcriptional assay (RNA array).,"Yes | evidence: Title and description refer to Parkinson's disease; Experimental Factors: Disease: parkinson's disease, normal; Description: idiopathic Parkinson’s disease. | justification: Parkinson's disease is a Lewy body disease (LBD); dataset specifically studies PD patients.","No | evidence: Sample attribute: Cell type: olfactory neurosphere-derived cell; Organism part: Not found; Description: cells derived from the olfactory epithelium. | justification: Samples are olfactory epithelium–derived patient cells (hONS), not human brain/CNS tissue.",Yes | evidence: Description: 'cells derived from the olfactory epithelium of idiopathic PD patients'; Sample attribute: olfactory neurosphere-derived cell; Experimental design includes compound treatment of cells (rotenone). | justification: Study uses patient-derived in vitro cell cultures (hONS) as a disease model rather than primary CNS tissue.,"Yes | evidence: Experimental Designs: case control design, compound treatment design; Experimental Factors: disease (parkinson's disease, normal). | justification: Includes comparisons between PD patient-derived cells and matched healthy controls.",Yes | evidence: Samples are olfactory neurosphere-derived cells from olfactory epithelium (Organism part not specified as brain). | justification: Tissue is olfactory epithelium–derived cell cultures rather than CNS brain regions typically analyzed for LBD neurodegeneration.,,,,No,False,,,,,,"No | evidence: Description refers to idiopathic Parkinson's disease; Clinical/familial: Not found. | justification: Study focuses on idiopathic (sporadic) PD, not familial cases.",No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: Platform is microarray-based transcription profiling (compatible).,"justification: Although this is a human microarray study of Parkinson's disease (an LBD) with case/control comparisons, it uses patient-derived olfactory neurosphere cell cultures (in vitro disease model) rather than human CNS/brain tissue. Per exclusion criteria (patient-derived in vitro cell lines and non-CNS tissue), the dataset should be excluded.",No
lbd-screened_E-MTAB-6667,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by molecule: RNA assay; Organism: Homo sapiens. | justification: Human RNA expression profiled using array-based technology (microarray).,"No | evidence: Title/Description: CEDAR cohort of 323 healthy European individuals; primary aim: cis-eQTLs in immune cells and intestinal biopsies; disease annotations list many incidental conditions but the study focuses on healthy individuals. | justification: Primary study objective is eQTL mapping in healthy subjects/immune and gut tissues, not a study of Lewy body diseases (LBD) or Parkinson's as the targeted disease.","No | evidence: Organism part: blood, rectum, transverse colon, ileum; Cell types: CD14, CD15, B cell, T cell, etc. | justification: Samples are peripheral blood immune cells and intestinal biopsies; no human brain/CNS tissues reported.","No | evidence: Cell type annotations indicate primary immune cell types (CD14-positive monocytes, CD15 leukocytes, B/T cells) and biopsies; no cell lines or experimental disease models described. | justification: Data derive from primary cells and tissue biopsies from individuals, not from patient-derived in vitro cell lines or model systems.",No | evidence: Description and title state cohort of healthy individuals; Experimental designs: Not found; no case/control factor indicated. | justification: Study is a population cohort/eQTL study in mostly healthy subjects rather than a disease case versus control design.,"Yes | evidence: Organism part lists blood and intestinal regions (rectum, transverse colon, ileum); no brain regions sampled. | justification: No CNS regions sampled; tissues are peripheral and not those affected by LBD neurodegeneration.",,,,No,False,,,,,,No | evidence: Cohort described as healthy individuals; no indication of familial LBD cases or enrichment for familial disease. | justification: Dataset does not involve familial LBD.,No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: Platform is microarray-based (compatible with inclusion criterion 1); no RNA-seq or proteomics reported.,"justification: Exclude. Although this is human microarray expression data, the study is an eQTL cohort of healthy individuals profiling peripheral blood immune cells and intestinal biopsies, not a case/control study of Lewy body disease and it contains no CNS (brain) samples relevant to LBD.",No
lbd-screened_E-MTAB-7,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses array-based transcription profiling (microarray) on human-derived material (Homo sapiens), so it meets the human microarray expression profiling requirement.","No | evidence: Title: 'Transcription profiling of 51 human breast cancer cell lines'; Disease: Not found; Sample cell lines are breast cancer lines (HS578T, SUM52PE, HCC3153, etc.). | justification: The dataset concerns breast cancer cell lines and contains no indication of Lewy body diseases (LBD).","No | evidence: Experimental design: in_vitro_design, cell_type_comparison_design; Organism part: Not found; Samples listed as cell lines (breast cancer). | justification: Samples are in vitro breast cancer cell lines, not human CNS or brain tissue.","Yes | evidence: Title and experimental factors: '51 human breast cancer cell lines'; Experimental Factors: CELLLINE; Experimental Designs include in_vitro_design and cell_type_comparison_design. | justification: The dataset consists of patient-derived (or established) in vitro cancer cell lines rather than clinical tissue samples or primary CNS tissue, so it is an in vitro model.","No | evidence: Experimental Designs: in_vitro_design, cell_type_comparison_design, co-expression_design; no indication of case/control clinical groups. | justification: The study compares cell lines rather than a clinical case versus control cohort, so it is not a case/control design.",No | evidence: Organism part: Not found; samples are breast cancer cell lines (no brain regions sampled). | justification: The dataset does not sample any brain regions (neither relevant nor irrelevant to LBD).,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found; study concerns breast cancer cell lines. | justification: There is no indication the dataset involves familial LBD cases; it is unrelated to LBD entirely.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although the dataset uses human microarray profiling (meets criterion 1), it does not pertain to Lewy body diseases, does not use human CNS tissue, and is based on in vitro breast cancer cell lines with a non-case/control design. These features violate inclusion criteria 2 and 3 and meet exclusion criteria 4 and 5.",No
