custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: genome-wide mRNA expression (microarray). | justification: The study used array-based genome-wide mRNA expression profiling on human samples.,Yes | evidence: Title: '...analysis of Alzheimer's disease patients compared with age-matched non-demented controls'; Description and sample attributes list 'Alzheimers disease'. | justification: The dataset explicitly compares Alzheimer's disease patients to controls.,"No | evidence: Organism part: blood; Cell type: mononuclear cell; Description: peripheral blood mononuclear cells (PBMCs) were collected. | justification: Samples are PBMCs (blood), not human brain/CNS tissue.","No | evidence: Samples described as PBMCs collected from AD patients and age-matched controls; Clinical/familial: Not found. | justification: Samples are primary patient blood cells, not patient-derived in vitro cell lines or disease models.","Yes | evidence: Description: 'Blood samples were collected from 25 AD patients and 15 age-matched controls'; Experimental Factors include disease (Alzheimers disease, normal). | justification: Study compares AD cases to age-matched non-demented controls (case/control design).","No | evidence: Organism part: blood; no brain regions reported. | justification: No brain regions are sampled—thus the question of irrelevant brain regions (e.g., cerebellum) does not apply.",,,,No,False,Unclear | evidence: Sample disease staging fields list 'clinical dementia rate 1' and 'clinical dementia rate 3'; no Braak staging (Braak III/IV or V/VI) reported. | justification: Neuropathological Braak staging (required for inclusion as Braak V/VI) is not provided; clinical dementia ratings are present but do not substitute for Braak V/VI confirmation.,No | evidence: Clinical/familial: Not found; Description refers to AD patients without indication of familial AD. | justification: There is no indication the cohort consists solely of familial AD cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based RNA expression profiling, which is compatible.","justification: Exclude. Although the dataset is human microarray profiling of AD cases vs controls, samples are peripheral blood mononuclear cells (non-CNS tissue), so it fails the requirement for human CNS tissue from AD-affected brain regions. Additionally, no neuropathological Braak V/VI staging is provided to confirm inclusion-level AD cases.",No,,,,
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by molecule: RNA assay. | justification: The experiment uses array-based transcription profiling on human samples, consistent with microarray expression profiling.",Yes | evidence: Description and sample annotations explicitly list Alzheimer's disease; DiseaseState/DISEASESTATE includes 'Alzheimer's disease'. | justification: AD is one of the diagnosed groups analyzed in the study.,"Yes | evidence: Organism part: middle temporal gyrus; Title: Alternative splicing in human temporal cortex. | justification: Samples derive from human temporal cortex (middle temporal gyrus), a CNS brain region.","No | evidence: Cell type/line: Not found; Sample source: middle temporal gyrus tissue; Clinical history entries list patient diagnoses (AD, FTLD, normal). | justification: Data come from postmortem brain tissue, not patient-derived in vitro cell lines or disease models.",Yes | evidence: Experimental factor DISEASESTATE includes 'normal' and 'Alzheimer's disease'; experimental designs include disease_state_design. | justification: The study compares AD cases to cognitively normal controls (case/control design).,"No | evidence: Organism part: middle temporal gyrus (temporal cortex). | justification: Temporal cortex is a brain region relevantly affected in AD, not an excluded region like cerebellum.",,,,No,True,"Unclear | evidence: Disease state/staging fields do not report Braak staging or NFTs; only disease labels ('Alzheimer's disease') are provided. | justification: Inclusion requires AD samples classified as Braak V/VI. The dataset provides no Braak stage information, so it cannot be confirmed whether cases meet the required neocortical (V/VI) staging.","No | evidence: Clinical/familial attributes list familial mutations for FTLD (MAPT, PGRN) but AD is listed simply as 'Alzheimer's disease' with no indication of familial AD. | justification: The metadata do not indicate the AD cases are familial-only; familial annotations pertain to FTLD samples.","No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by molecule: RNA assay. | justification: The platform is array-based microarray expression profiling, not RNA-seq or proteomics.","justification: The dataset satisfies most inclusion criteria: human microarray expression profiling, AD cases included, human temporal cortex tissue, case/control design, and compatible technology. However, it lacks Braak staging information required by the protocol (only Braak V/VI AD samples should be included). Because Braak stage for AD samples cannot be confirmed from the provided metadata, the dataset cannot be accepted without further staging information.",No,,,,
alzheimer-screened_E-MTAB-7852,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Affymetrix Gene Chip Human Exon 1.0 ST array; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment used Affymetrix human exon microarrays on human-derived samples, so it is a human microarray expression profiling study.","Yes | evidence: Experimental Factors lists Disease: normal, Alzheimer disease; description focuses on Aβ production and includes a cell line named AD4F-1. | justification: The study interrogates Alzheimer disease–related biology (Aβ production) and explicitly labels samples/donor lines with Alzheimer disease.",No | evidence: Title/description: cultures of hiPS cells and their differentiation into neuronal cells; Cell type/line: induced pluripotent stem cell; Organism part: Not found. | justification: Samples are in vitro differentiated hiPSC-derived neuronal cultures rather than primary human brain/CNS tissue.,"Yes | evidence: Description: neuronal cells differentiated from human induced pluripotent stem cells (hiPS); Cell lines: 201B7, 253G4, AD4F-1; Experimental design: development or differentiation design. | justification: This is an in vitro disease model using patient/derived iPSC lines and differentiated neuronal cultures, which matches the exclusion criterion for patient-derived in vitro cell lines/models.","No | evidence: Experimental design compares differentiation time points (days 38 vs 45/52) across cell lines; samples are cell-culture timepoint comparisons rather than clinical case vs control groups. | justification: The study design is a time-course/differentiation experiment of cell lines, not a clinical case/control design.","No | evidence: Organism part: Not found; samples are cell lines/derived neuronal cultures, not specific brain regions. | justification: Not applicable — no sampled brain region such as cerebellum is reported.",,,,No,False,"No | evidence: Disease state/staging: Not found; study compares differentiation timepoints, not Braak staging or intermediate AD phenotypes. | justification: The dataset does not report Braak stage or intermediate AD pathology; it profiles in vitro differentiated cells, so it does not represent intermediate clinical AD phenotypes.","No | evidence: Clinical/familial: Not found in sample attributes; cell lines listed by IDs only (201B7, 253G4, AD4F-1) without familial status. | justification: There is no indication the dataset consists exclusively of familial AD cases.","No | evidence: Technology: Array assay; Affymetrix Gene Chip Human Exon 1.0 ST array specified in description. | justification: The assay is microarray-based, which is compatible with the inclusion criteria.","justification: Exclude. Although this is a human microarray study related to Alzheimer disease biology, it uses in vitro hiPSC-derived neuronal cultures (disease models) rather than primary human brain/CNS tissue and is a differentiation/time-course experiment rather than a clinical case/control study. These features violate exclusion criteria (patient-derived in vitro models and non–primary CNS tissue and non-case/control design).",No,,,,
alzheimer-screened_E-MTAB-8283,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: Human - One-color microarray; Technology: Array assay; Title: miRNA PCR Array of cortex tissue | justification: Data generated by an array-based assay (miRNA PCR array) on human brain tissue, i.e., microarray expression profiling of RNA (miRNAs).","Yes | evidence: Title: miRNA PCR Array of cortex tissue from Alzheimer disease (AD), high pathological control (HPC) and normal (CTL)subjects; Disease: Alzheimer's disease | justification: Dataset explicitly includes an Alzheimer's disease group.","Yes | evidence: Organism part: brain; Title: cortex tissue | justification: Samples are from human brain (cortex) tissue, a CNS region.","No | evidence: Cell type/line: Not found; Samples described as brain tissue from subjects (Rush cohort) | justification: Data are from postmortem brain tissue, not patient-derived in vitro cell lines or disease models.","Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease staging; groups: Alzheimer's disease, normal (control), high-pathological control | justification: Study compares disease groups (AD) against controls (normal), i.e., a case/control-style design (with an additional HPC group).","No | evidence: Title: cortex tissue; Organism part: brain | justification: Cortex is a brain region significantly affected in AD, not an excluded region like cerebellum.",,,,No,False,Yes | evidence: Clinical information: low neurofibrillary tangles and no neuritic plaques; intermediate neurofibrillary tangles and low neuritic plaques | justification: Provided clinical/pathology annotations describe low or intermediate NFT/plaques; there is no indication that AD cases are Braak V/VI (neocortical end-stage). Thus the AD samples appear to represent low/intermediate pathology rather than required Braak V/VI late-stage disease.,No | evidence: Clinical/familial: Clinical information provided describes pathology (NFT/plaques); no familial AD indicated | justification: No indication the cases are familial AD; information describes pathological staging only.,"No | evidence: Study type: Human - One-color microarray; Technology: Array assay; Assay by Molecule: RNA assay | justification: Assay is array-based (miRNA array), not an incompatible technology such as RNA-seq or proteomics.","justification: Although the dataset is human, array-based expression profiling of brain (cortex) and includes AD and control groups, the pathological annotations indicate low/intermediate NFT and plaque burden and do not show Braak V/VI late-stage AD. Per inclusion criterion #7 (only include disease samples classified as Braak V/VI), this dataset should be excluded because the AD cases appear to be low/intermediate pathology rather than late-stage AD.",No,,,,
lbd-screened_E-GEOD-16658,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: hybridized to Exiqon microarrays spotted with probes for 733 human miRNAs. | justification: Study uses human samples and microarray-based transcription profiling (miRNA arrays).,Yes | evidence: Title/Description: Parkinson's disease (PD) patients; Description: to investigate the role of miRNAs in the etiology of idiopathic PD. | justification: Parkinson's disease is a Lewy body disease (LBD); dataset pertains to PD cases and controls.,"No | evidence: Description: global miRNA expression profiling in peripheral blood mononuclear cells (PBMCs) of PD patients and controls; Organism part: not found; Samples list indicates PBMCs rather than brain/CNS tissue. | justification: Samples are PBMCs (blood), not human brain/CNS tissue.","No | evidence: Description: Total RNA was extracted from the PBMCs of 19 PD patients and 13 controls (primary patient samples). | justification: Data derive from primary patient blood cells (PBMCs), not patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Description: PBMCs of 19 PD patients and 13 controls; Experimental Factors include DISEASE STATE. | justification: Study compares PD cases versus unaffected controls (case/control design).,"Yes | evidence: Samples are PBMCs (peripheral blood mononuclear cells), not brain regions; Organism part not found; no CNS region indicated. | justification: Does not sample any brain region—tissue is peripheral blood, which is not a CNS region affected by LBD neurodegeneration.",,,,No,False,,,,,,"No | evidence: Description: study of idiopathic PD; Clinical/familial: Not found. | justification: Dataset describes idiopathic (sporadic) PD, with no indication that cases are familial.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: hybridized to Exiqon microarrays. | justification: Platform is microarray-based (compatible). Not RNA-seq or proteomics.,"justification: Although the dataset is human microarray expression profiling of Parkinson's disease (an LBD) with a case/control design and uses compatible microarray technology, it uses peripheral blood mononuclear cells (PBMCs) rather than human brain/CNS tissue. Inclusion criteria require CNS tissue relevant to LBD; therefore this dataset should be excluded.",No
lbd-screened_E-GEOD-29889,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses microarray transcription profiling on human-derived material (Huh-7 hepatoma cell lines) with RNA array assays.,"No | evidence: Title/Description: study investigates Hepatitis C virus (HCV) infection susceptibility in Huh-7 derived hepatoma cells; Experimental Factors: HCV INFECTION SUSCEPTIBILITY, HCV INFECTED. | justification: The dataset is focused on HCV infection in liver-derived cell lines, not Lewy body diseases (LBD).","No | evidence: Title/Description: Huh-7 derived hepatoma cells (liver cancer cell lines); Organism part: not found; Sample descriptions indicate cell lines rather than brain tissue. | justification: Samples are liver-derived cell lines (Huh-7) grown in vitro, not human brain or CNS tissue.",Yes | evidence: Title/Description: in vitro HCV cell-culture systems using Huh-7 derived hepatoma cells and subclones; comparisons of infected vs uninfected cell lines. | justification: The study uses patient-derived (Huh-7) hepatoma cell lines in vitro and experimental infection models rather than clinical patient tissue.,"No | evidence: Description: comparisons are between different cell lines (susceptible vs resistant) and infected vs uninfected cells; Experimental Designs: Not found; Experimental Factors are cell-line/infection states. | justification: The design compares cell-line conditions and infection states, not clinical case versus control human subjects.","No | evidence: Samples are hepatoma cell lines (Huh-7), not brain regions; Organism part: not found. | justification: No brain/CNS regions are sampled at all, so the question of sampling a brain region irrelevant to LBD does not apply.",,,,No,False,,,,,,No | evidence: Description and experimental factors reference HCV infection and cell-line susceptibility; no mention of familial LBD or familial disease cohorts. | justification: The dataset does not concern familial Lewy body disease cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling, which is compatible with the inclusion criterion for microarray data.","justification: Exclude: although the dataset uses human microarray expression profiling, it fails multiple inclusion criteria — it does not pertain to LBD, does not involve human CNS/brain tissue (uses liver-derived Huh-7 cell lines), and is an in vitro cell-culture disease model rather than clinical case/control samples.",No
lbd-screened_E-GEOD-70845,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses microarray transcription profiling on human-derived material (SHSY5Y cells) with array-based RNA assays.,"No | evidence: Title: Gene expression profiling of SHSY5Y cells exposed to manganese; Description: focuses on manganese-induced neurotoxicity, mentions Parkinson/manganism but does not describe Lewy body disease; Disease: Not found. | justification: The study investigates manganese neurotoxicity in a cell model and does not pertain to Lewy body diseases (LBD).","No | evidence: Sample attributes: Cell line: SHSY5Y (neuroblastoma cell line); Organism part: Not found; Organism: Homo sapiens. | justification: Samples are an in vitro human neuroblastoma cell line, not human brain/CNS tissue.","Yes | evidence: Cell type/line: SHSY5Y; Description: SHSY-5Y cells were grown and exposed to manganese in vitro. | justification: This is an in vitro experiment using a continuous neuroblastoma cell line (SHSY5Y), i.e., a patient-derived/immortalized cell model rather than clinical tissue.","No | evidence: Experimental Designs: Not found; Experimental Factors: treated with (treated vs untreated SHSY5Y cells); Sample count: 6 (three replicates per condition). | justification: The design is an in vitro treatment experiment (treated vs untreated cells), not a patient case versus control clinical study.",No | evidence: Organism part: Not found; Samples are cell line (SHSY5Y) rather than brain region samples. | justification: No brain regions are sampled; therefore the question of irrelevant brain region does not apply.,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found; Description does not mention familial LBD cases. | justification: No indication the dataset involves familial LBD cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based gene expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although the assay is human microarray expression profiling, the study uses an in vitro SHSY5Y neuroblastoma cell line exposed to manganese and does not investigate Lewy body diseases or human CNS tissue from LBD patients. It is not a patient case/control clinical study and thus fails multiple inclusion criteria.",No
lbd-screened_E-MEXP-18,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array. Technology: Array assay. Organism: Homo sapiens listed in sample source characteristics. | justification: Dataset uses array-based transcription profiling and includes human samples, so it meets the human microarray expression profiling requirement.","No | evidence: Sample Disease: cancer. Description: broad survey of human and mouse tissues and cell lines from normal physiological state; no mention of Lewy body disease, Parkinson's disease, or dementia with Lewy bodies. | justification: The study does not pertain to Lewy body diseases; disease annotations indicate cancer and the project is a general tissue/cell-line expression atlas rather than an LBD-focused study.","Yes | evidence: Organism part: caudate nucleus listed under Source Characteristics (Organism: Homo sapiens; Organism part: caudate nucleus). | justification: The dataset includes at least one human CNS tissue sample (caudate nucleus), which is a brain region.","Yes | evidence: Cell type/line attributes include CellLine: Daudi and Celltype/hepatocyte; description states samples span tissues and cell lines. | justification: The study includes in vitro cell lines (e.g., Daudi), so it contains patient-derived or cell-line material and not solely clinical tissue.",No | evidence: Experimental designs indicate a broad organism_part_comparison_design and disease_state_design across many tissue/cell types; sample composition is a mixed tissue/cell-line survey rather than a defined case/control LBD vs control comparison. Sample count: 1 (no clear matched case/control groups described). | justification: There is no explicit case/control design comparing LBD cases to controls; the study is an atlas-style profiling across diverse tissues and cell lines.,"No | evidence: Organism part: caudate nucleus (a component of the striatum) is listed as the brain region sampled. | justification: The caudate nucleus is part of the basal ganglia/striatum and is a region relevant to LBD pathology, so the brain region present is not irrelevant to LBD. (Note: the study also includes non-brain samples, but the brain region itself is relevant.)",,,,No,False,,,,,,No | evidence: Clinical/familial: Not found. No mention of familial LBD cases in description or sample annotations. | justification: There is no indication the dataset involves familial LBD cases; in fact the dataset is not LBD-focused.,"No | evidence: Technology: Array assay. Assay by Molecule: RNA assay. Study type: transcription profiling by array. | justification: The dataset uses microarray technology, which is compatible with the microarray expression profiling inclusion requirement; no RNA-seq or proteomics technologies are indicated.","justification: Exclude. Although the dataset is array-based and includes at least one relevant human brain region (caudate nucleus), it does not pertain to Lewy body diseases and lacks a case/control LBD design. It also contains non-clinical cell lines and cancer samples. These factors violate the requirement that the study be about LBD, be a case/control design, and not involve in vitro cell lines/disease models.",No
lbd-screened_E-MTAB-1194,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Title/Description: Microarrays of frontal cortex (area 8) | justification: The study uses array-based transcription profiling on human samples (microarrays of frontal cortex), matching human microarray expression profiling.","Yes | evidence: Sample annotation Disease: Parkinson's disease; Title: Microarrays of frontal cortex of Parkinson cases and controls; Experimental Factors: DISEASESTATE includes Parkinson's disease | justification: Parkinson's disease is a Lewy body disease (LBD), so the dataset pertains to the target disease class.","Yes | evidence: Organism part: frontal lobe (area 8); Organism: Homo sapiens | justification: Samples are from human frontal cortex (CNS tissue), which meets the requirement for human brain/CNS tissue.",No | evidence: Cell type/line: Not found; Organism part indicates frontal lobe tissue rather than cell lines | justification: No indication of patient-derived in vitro cell lines or disease models; samples are primary brain tissue.,"Yes | evidence: Experimental Designs: disease_state_design; Experimental Factors: DISEASESTATE with values Parkinson's disease and normal; Title mentions cases and controls; Sample count: 18 | justification: The study contrasts Parkinson's disease vs normal controls, i.e., a case/control design.","No | evidence: Organism part: frontal lobe (area 8); Title indicates frontal cortex sampling | justification: Frontal cortex (area 8) is a CNS region relevant to LBD (cortical involvement and frontal pathology occur in Parkinson's disease/LBD), so the region is relevant rather than irrelevant.",,,,Yes,True,,,,,,No | evidence: Clinical/familial: Not found; Disease annotations list Parkinson's disease without familial descriptors | justification: There is no indication the cases are familial LBD; dataset appears to represent sporadic Parkinson's disease cases.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array | justification: The assay is microarray-based transcription profiling, which is compatible with microarray expression profiling and not RNA-seq or proteomics.","justification: Meets inclusion criteria: human microarray expression profiling of Parkinson's disease (an LBD) in relevant CNS tissue (frontal cortex); study is case/control, uses primary tissue (not cell lines), appears to represent sporadic cases, and uses compatible microarray technology. Therefore it should be considered for inclusion.",Yes
lbd-screened_E-MTAB-2325,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor...; Assays and Data: Technology: Array assay; Organism: Homo sapiens | justification: Human samples (Homo sapiens) profiled using microarray (array assay / transcription profiling by array).,"No | evidence: Title: 'Gene expression profiles in motor cortex of Control and Sporadic Amyotrphic Lateral Sclerosis patients'; Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: The dataset is about sporadic ALS, not Lewy body diseases (LBD).","Yes | evidence: Title: motor cortex; Organism part: v4 cortex; Samples from human post-mortem tissue (Homo sapiens) | justification: Samples derive from human brain (motor cortex), a CNS region.","No | evidence: Samples described as motor cortex tissue from patients; no cell lines or in vitro/disease model indicated | justification: Study uses patient brain tissue (post-mortem), not patient-derived cell lines or model systems.","Yes | evidence: Experimental Designs: case control design, clinical history design; Sample count: 41 with Controls and Sporadic ALS patients | justification: Design explicitly listed as case/control comparing ALS cases and controls.","Yes | evidence: Organism part: v4 cortex; Title: motor cortex | justification: Motor cortex is not a primary/typical region affected in LBD (LBD primarily targets substantia nigra, limbic regions and neocortical areas implicated in Lewy pathology), so region is not strongly relevant to LBD-focused analyses.",,,,No,False,,,,,,No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis; Experimental Factors include 'Familial anamnesis' as background attributes but disease is labelled sporadic | justification: Cases are described as sporadic ALS rather than familial LBD; familial LBD is not the subject.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Platform is microarray-based; no RNA-seq or proteomics reported.,"justification: Exclude. Although this is a human microarray case/control study using CNS tissue (motor cortex) and compatible technology, the disease studied is sporadic Amyotrophic Lateral Sclerosis (ALS), not Lewy body diseases. Additionally, the sampled region (motor cortex) is not a primary region affected in LBD. These factors conflict with the LBD-focused inclusion criteria.",No
lbd-screened_E-MTAB-2374,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: analyzed by hybridization of HG U133 plus 2.0 arrays. | justification: Dataset uses human RNA profiled on Affymetrix HG U133 Plus 2.0 microarrays (array-based transcription profiling).,"No | evidence: Title: Transcriptional profiling of cerebrospinal fluid cells of multiple sclerosis patients; Description: ...multiple sclerosis and control patients...; Experimental Factors > Disease: primary-progressive multiple sclerosis, relapsing-remitting multiple sclerosis, secondary progressive multiple sclerosis, ... Parkinson's disease (listed among many). | justification: The study is focused on multiple sclerosis; Parkinson's disease appears among a heterogeneous list of diagnoses but the study is not designed as an LBD-focused (Lewy body disease) investigation.","Yes | evidence: Organism: Homo sapiens; Organism part: cerebrospinal fluid; Samples: RNA isolated from fresh cerebrospinal fluid samples. | justification: Samples are human CSF cells, which are CNS-derived material (cerebrospinal fluid), although not brain parenchyma.","No | evidence: Description and Samples: RNA isolated from fresh cerebrospinal fluid samples of patients; Experimental Designs: ex_vivo_design; Cell type/line: Not found. | justification: Samples are patient-derived ex vivo CSF cells, not in vitro cell lines or disease models.",Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease; Disease entries include 'unknown - not multiple sclerosis' (controls) and multiple disease categories. | justification: Study uses a disease-state (case vs control) design comparing MS and non-MS/other disease samples.,"Yes | evidence: Organism part: cerebrospinal fluid; Title/Description: focused on cerebrospinal fluid cells of multiple sclerosis patients. | justification: CSF is not a brain region typically used to assay LBD-affected regions (e.g., substantia nigra, cortex); the sampled material (CSF cells) is not a primary LBD-affected brain region.",,,,No,False,,,,,,"No | evidence: Clinical/familial: Not found; Disease list: multiple sclerosis subtypes and other neurological conditions, no indication of familial LBD-only cohort. | justification: No indication the dataset is restricted to familial LBD cases.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: hybridization of HG U133 plus 2.0 arrays. | justification: Platform is microarray (compatible); no RNA-seq or proteomics technologies reported.,"justification: Exclude. Although the dataset is human microarray expression profiling of CNS-derived material (CSF), it is focused on multiple sclerosis and not Lewy body diseases. The sampled material is CSF (not LBD-relevant brain regions), and the study is not designed as an LBD case/control investigation. Presence of a heterogeneous disease list (including a mention of Parkinson's disease) does not make this an LBD-targeted dataset.",No
lbd-screened_E-MTAB-4164,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human samples profiled using array-based transcription profiling (microarray/RNA assay) are reported.,"Yes | evidence: Sample attributes: Disease: parkinson's disease, normal; Title/Description repeatedly reference Parkinson's disease (idiopathic PD). | justification: Parkinson's disease is a Lewy body disease (LBD) and the dataset explicitly studies PD cases vs controls.","No | evidence: Sample attribute: Cell type: olfactory neurosphere-derived cell; Description: cells derived from the olfactory epithelium. | justification: Samples are patient-derived olfactory epithelial/neurosphere cells (in vitro), not human brain/CNS tissue from affected brain regions.","Yes | evidence: Title: '...olfactory derived patient cells as a model...'; Description: 'cells derived from the olfactory epithelium... hONS cells'; Experimental factors include compound treatment (rotenone). | justification: The study uses patient-derived in vitro olfactory neurosphere (hONS) cell cultures as a cellular model, which meets the exclusion criterion for in vitro models.","Yes | evidence: Experimental Designs: case control design; Experimental Factors: disease (parkinson's disease, normal). | justification: Study includes PD cases and matched healthy controls (case/control design).","Yes | evidence: Samples are olfactory neurosphere-derived cells from olfactory epithelium (peripheral olfactory tissue), not sampled CNS brain regions. | justification: The required inclusion is CNS brain regions relevant to LBD; this dataset uses peripheral olfactory-derived cell cultures rather than LBD-affected brain regions, so it does not meet that requirement.",,,,No,False,,,,,,"No | evidence: Description refers to 'idiopathic Parkinson’s disease'; Clinical/familial: Not found. | justification: Dataset studies idiopathic (sporadic) PD, not familial LBD-only cases.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Microarray (array-based RNA assay) is compatible with inclusion criteria.,"justification: Although this is a human, array-based, case/control study of Parkinson's disease (an LBD) and uses sporadic/idiopathic cases, it should be excluded because it uses patient-derived in vitro olfactory neurosphere cell cultures (hONS) rather than human CNS brain tissue from LBD-relevant brain regions. The dataset therefore fails the requirement for CNS tissue sampling and meets the exclusion for in vitro disease models.",No
lbd-screened_E-MTAB-6667,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: Dataset uses array-based transcription profiling on human samples (microarray-style array assay for RNA).,"No | evidence: Title/Description: cis-eQTLs in immune cell types and colonic biopsies from 323 healthy individuals (CEDAR cohort); Sample attributes list many incidental diseases but study is a healthy cohort focused on eQTLs, not Lewy body disease or Parkinson's as the study focus. | justification: The study objective is cis-eQTL mapping in immune cells and gut biopsies from healthy individuals; it does not target Lewy body diseases (LBD).","No | evidence: Organism part: blood, rectum, transverse colon, ileum; Cell types: CD14-positive monocyte, CD15-positive leukocyte, B cell, T cell, thymocyte, platelet | justification: Samples are peripheral blood immune cells and intestinal biopsies; no human brain or CNS tissues are included.","No | evidence: Sample types describe primary immune cell types and tissue biopsies (blood cell types, ileum/colon/rectum biopsies); no cell lines or experimental disease models noted. | justification: Data derive from primary cells and biopsies from individuals, not patient-derived in vitro cell lines or disease models.","No | evidence: Experimental Designs: Not found; Description: cohort of 323 healthy individuals for cis-eQTL analysis. | justification: The study is a cohort eQTL mapping effort in healthy donors, not a case/control study of disease vs control.","Yes | evidence: Organism part: blood, rectum, transverse colon, ileum (no brain regions sampled). | justification: The tissues sampled are non-CNS (blood and intestinal biopsies), which are not brain regions affected by LBD; therefore tissue sampling is irrelevant to LBD CNS pathology.",,,,No,False,,,,,,No | evidence: Description: CEDAR cohort of 323 healthy European individuals; no indication of familial LBD cases. | justification: Study does not involve familial Lewy body disease cases.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: Technology is microarray-based RNA profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although the dataset is human microarray expression profiling, it does not pertain to Lewy body diseases and contains no CNS/brain tissue relevant to LBD (samples are blood and intestinal biopsies). It is not a case/control disease study. Therefore it fails key inclusion criteria (disease relevance, CNS tissue, study design).",No
