custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: Gene expression assessed using Affymetrix U133A chips; Organism: Homo sapiens. | justification: Human samples profiled by Affymetrix microarray (U133A), measuring RNA expression.","No | evidence: Title and description: 'Gene expression patterns in peripheral blood correlate with the extent of coronary artery disease'; references to CAD, CADi, coronary angiography throughout. | justification: The study concerns coronary artery disease (CAD); there is no mention of ALS or frontotemporal dementia.","No | evidence: Description: 'Gene expression profile in circulating leukocytes'; 'RNA was extracted from 110 patients...'; samples are from peripheral blood. | justification: Samples are peripheral blood leukocytes, not human brain or CNS tissue.","No | evidence: Description indicates RNA extracted from patient blood samples undergoing coronary angiography; no mention of cell lines or experimental disease models. | justification: Material is primary patient-derived blood cells, not in vitro cell lines or model systems.",Yes | evidence: RNA extracted from 110 patients with CAD (CADi>23) and from 112 partially matched controls without CAD (CADi=0); study described as parallel group design. | justification: Clear case (CAD) versus control (no CAD) group comparison.,"No | evidence: Samples are peripheral blood leukocytes, not brain regions. | justification: The question pertains to brain-region sampling; this dataset does not sample brain tissue, so it does not involve irrelevant brain regions per se.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Affymetrix U133A chips used. | justification: Microarray technology is compatible with inclusion (not RNA-seq or proteomics).,"justification: Although this is human microarray data with a case/control design, the study investigates coronary artery disease using peripheral blood samples rather than ALS-FTD or relevant CNS tissues. It therefore fails the disease-target and CNS-tissue inclusion criteria.",No,No,False,,,,,,,,,
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: 'genome-wide mRNA expression (microarray)'; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Study used microarray-based genome-wide mRNA expression profiling on human samples.,Yes | evidence: Title/Description: '...Alzheimer's disease patients compared with age-matched non-demented controls'; Sample Disease: 'Alzheimers disease'. | justification: Dataset compares AD patients to controls and explicitly lists Alzheimer's disease as the disease state.,"No | evidence: Organism part: blood; Description: 'peripheral blood mononuclear cells (PBMCs) of AD patients'; Cell type: mononuclear cell. | justification: Samples are PBMCs (blood), not human brain/CNS tissue.","No | evidence: Description: blood samples collected from 25 AD patients and 15 controls; Cell type: mononuclear cell. | justification: Samples are primary patient blood cells (PBMCs), not patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Description: 'Blood samples were collected from 25 AD patients and 15 age-matched controls'; Experimental Factors: disease. | justification: Study directly compares AD cases to age-matched non-demented controls (case/control design).,"No | evidence: Organism part: blood; no brain regions listed in sample annotations. | justification: No brain tissue was sampled (samples are blood), so the question of sampling an AD-irrelevant brain region does not apply.",,,,No,False,"Unclear | evidence: Disease staging annotated as 'clinical dementia rate 1' and 'clinical dementia rate 3'; no Braak staging (e.g., Braak III/IV or V/VI) reported. | justification: Staging is given as clinical dementia rates rather than Braak neurofibrillary staging, so it is not possible to determine whether samples meet the Braak V/VI inclusion requirement or represent only intermediate phenotypes.",No | evidence: Clinical/familial: Not found; Description refers generally to AD patients without noting familial cases. | justification: No indication that samples are exclusively familial AD; dataset appears to use general (likely sporadic) AD cases.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: microarray. | justification: Platform is microarray-based expression profiling (compatible).,"justification: Although this is a human microarray, AD-focused, case/control study, all samples are peripheral blood mononuclear cells (PBMCs), not human CNS/brain tissue. The inclusion criteria require CNS tissue from regions relevant to AD; therefore this dataset should be excluded.",No,,,,
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses array-based transcription profiling on human RNA from brain tissue, matching human microarray expression profiling.","Yes | evidence: Description: analysis of temporal cortex of individuals who were cognitively normal, affected by frontotemporal lobar degeneration (FTLD), or affected by Alzheimer's disease (AD); Experimental Factors DISEASESTATE includes Alzheimer's disease. | justification: Alzheimer's disease samples are explicitly included in the disease-state factor and study description.","Yes | evidence: Organism part / Source Characteristics: middle temporal gyrus (temporal cortex); Organism: Homo sapiens. | justification: Samples are from human temporal cortex (middle temporal gyrus), a CNS/neocortical region.","No | evidence: Cell type/line: Not found; Sample source: middle temporal gyrus (brain tissue). | justification: Samples are postmortem brain tissue, not patient-derived in vitro cell lines or disease models.","Yes | evidence: Experimental Designs: disease_state_design; Experimental Factors DISEASESTATE: normal, Frontotemporal lobar degeneration, Alzheimer's disease. | justification: The design includes diseased (AD) and normal control groups enabling case/control comparisons.","No | evidence: Organism part: middle temporal gyrus (temporal cortex). | justification: The middle temporal gyrus is a neocortical region affected in AD, not an excluded region like cerebellum.",,,,No,True,"Unclear | evidence: Disease state/staging fields list 'Alzheimer's disease' but no Braak stage or neuropathological staging information is provided. | justification: No Braak staging (e.g., V/VI) or statement that cases are end-stage AD is provided, so it's unclear whether samples meet the Braak V/VI requirement.","No | evidence: Clinical/familial: lists 'cognitively normal, Familial FTLD with MAPT mutations, sporadic FTLD-TDP, Familial FTLD-TDP with PGRN mutations, Alzheimer's disease' — familial annotations refer to FTLD, not AD. | justification: Alzheimer's disease samples are listed without familial annotation; familial cases described are FTLD, so the dataset is not limited to familial AD.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay is array-based microarray profiling, which is compatible with inclusion (no RNA-seq or proteomics).","justification: The dataset meets most inclusion criteria: human microarray expression profiling on relevant CNS tissue (middle temporal gyrus), includes Alzheimer's disease and control groups, is not based on in vitro models, and uses compatible array technology. However, Braak/neuropathological stage information for the AD samples is not provided; inclusion rules require AD samples classified as Braak V/VI. Because staging is missing/unclear, the dataset cannot be confirmed to meet criterion 7 and therefore should be excluded.",No,,,,
alzheimer-screened_E-MTAB-7852,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Affymetrix Gene Chip Human Exon 1.0 ST array; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used human-derived samples and microarray (Affymetrix) expression profiling of RNA.,"Yes | evidence: Experimental Factors > Disease lists: normal, Alzheimer disease; study aims to identify factors that modulate Aβ production (Alzheimer's-relevant). | justification: The dataset explicitly includes 'Alzheimer disease' as a disease factor and focuses on Aβ production relevant to AD.","No | evidence: Samples are hiPS cells and neuronal cell cultures (Cell type: induced pluripotent stem cell; Cell line: 201B7, 253G4, AD4F-1). Organism part: Not found. | justification: Samples are in vitro differentiated cells, not tissue derived from human brain/CNS.","Yes | evidence: Title/Description: 'Cultures of hiPS cells and their differentiation into neuronal cells'; Cell lines listed (201B7, 253G4, AD4F-1). | justification: The study uses patient-derived (or donor-derived) induced pluripotent stem cell lines differentiated in vitro, which are disease models rather than clinical tissue.",No | evidence: Experimental design: development or differentiation design; comparisons between differentiation time points (day 38 vs days 45/52); no case/control groups described. | justification: The study compares time points in cultured cells rather than a case versus control clinical group design.,"No | evidence: Organism part: Not found; samples are cell cultures (no brain regions sampled). | justification: No brain regions are sampled, so the question of irrelevant brain regions (e.g., cerebellum) is not applicable.",,,,No,False,"No | evidence: Disease state/staging: Not found; study reports differentiation time points and Aβ production, not Braak staging. | justification: The dataset does not report intermediate AD neuropathological staging (Braak) and does not consist solely of intermediate phenotypes.",No | evidence: Clinical/familial: Not found in metadata; cell lines include one named 'AD4F-1' but no indication that all cases are familial AD. | justification: There is no explicit indication that the dataset consists only of familial AD cases.,"No | evidence: Technology: Array assay; Affymetrix Human Exon 1.0 ST array; Assay by Molecule: RNA assay. | justification: The platform is microarray-based, which is compatible with inclusion criteria (not RNA-seq or proteomics).","justification: Although the dataset is human and uses microarray profiling and is Alzheimer's-related, it should be excluded because samples are in vitro hiPSC-derived neuronal cultures (patient-derived cell lines/disease models) and the study design compares differentiation time points rather than clinical case/control brain tissue. These violate exclusion criteria (patient-derived in vitro models and non-case/control design and lack of CNS tissue).",No,,,,
alzheimer-screened_E-MTAB-8283,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: Human - One-color microarray; Title/Description: miRNA PCR Array of cortex tissue...; Description: These data assess the levels of microRNAs via miRNA array in brain tissue | justification: Human samples profiled using a one-color array platform measuring miRNA expression (array-based RNA assay).,"Yes | evidence: Samples: Disease: high-pathological control, Alzheimer's disease, normal; Description: brain tissue from control, high pathological controls, and Alzheimer disease subjects | justification: Dataset explicitly includes Alzheimer disease subjects and disease staging labels.",Yes | evidence: Title: miRNA PCR Array of cortex tissue; Samples Source Characteristics: Organism part: brain; Organism: Homo sapiens | justification: Samples are human cortical brain tissue (CNS).,"No | evidence: Samples: Organism part: brain; Cell type/line: Not found; Title/Description indicate tissue from subjects (Rush cohort) | justification: Data derive from post-mortem brain tissue (subject cortex), not from patient-derived in vitro cell lines or model systems.","Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease staging; Sample groups include Alzheimer's disease and normal | justification: Study compares disease groups (AD, high-pathological control) versus normal controls — a case/control disease-state design.","No | evidence: Title: ...cortex tissue; Samples Source Characteristics: Organism part: brain | justification: Tissue is cortex, a brain region relevant to AD neurodegeneration (not an excluded region like cerebellum).",,,,No,False,"Yes | evidence: Clinical/familial: Clinical information: low neurofibrillary tangles and no neuritic plaques, intermediate neurofibrillary tangles and low neuritic plaques (only low/intermediate NFT descriptions provided) | justification: Provided pathological descriptions list low and intermediate neurofibrillary tangle stages; no evidence of Braak V/VI (neocortical NFT stage) is given, indicating the dataset appears to contain only intermediate/low pathology rather than the required Braak V/VI AD cases.",No | evidence: Clinical/familial: Clinical information field lists pathology (NFTs/plaques); no familial/heritability or familial AD labels reported | justification: No indication that cases are familial AD; labels refer to pathological staging only.,"No | evidence: Study type: Human - One-color microarray; Technology: Array assay; Assay by Molecule: RNA assay; Description: miRNA array | justification: Platform is array-based miRNA expression profiling (microarray), which is compatible with microarray-based expression studies.","justification: Although this is a human, cortex-derived, array-based miRNA expression study with AD and control groups (meeting inclusion criteria 1–3 and 5), the available pathological staging information lists only low and intermediate neurofibrillary tangle levels and does not report Braak V/VI (neocortical NFT stage). Per exclusion criterion 7 (only include datasets with Braak V/VI AD cases), this dataset should be excluded.",No,,,,
lbd-screened_E-GEOD-16658,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Title/Description: 'microRNA (miRNA) expression profiling of PBMCs of Parkinson's disease (PD) patients and controls'; 'Total RNA was extracted from the PBMCs ... labeled and hybridized to Exiqon microarrays spotted with probes for 733 human miRNAs.'; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Study uses Exiqon microarrays for global human miRNA expression profiling (array-based RNA assay) on human samples.,Yes | evidence: Title/Description: 'Parkinson's disease (PD) patients and controls'; Samples disease annotations list multiple 'parkinson´s disease patient' entries; Description: 'To investigate the role of miRNAs in the etiology of idiopathic PD.' | justification: Parkinson's disease is a Lewy body disease (LBD); the study specifically targets idiopathic PD patients.,"No | evidence: Description/Title: 'PBMCs of Parkinson's disease (PD) patients and controls' (peripheral blood mononuclear cells); Organism part: Not found; Samples are blood-derived, not brain/CNS tissue. | justification: Samples are peripheral blood mononuclear cells (PBMCs), not human brain/CNS tissue relevant to LBD neuropathology.","No | evidence: Samples described as PBMCs from PD patients and controls; no cell lines or in vitro disease models indicated; Clinical/familial: Not found. | justification: Data derive from primary patient blood cells (ex vivo PBMCs), not patient-derived immortalized cell lines or experimental disease models.",Yes | evidence: Description: 'Total RNA was extracted from the PBMCs of 19 PD patients and 13 controls'; Experimental Factors include DISEASE STATE. | justification: Study compares PD cases versus unaffected controls (case/control design).,"No | evidence: Samples are PBMCs (peripheral blood); no brain regions are sampled (Organism part: Not found). | justification: Because no brain/CNS regions are sampled, the question of sampling brain regions not affected by LBD is not applicable — the dataset does not involve brain regions at all.",,,,No,False,,,,,,"No | evidence: Description: 'idiopathic PD'; Clinical/familial: Not found. | justification: Cases are described as idiopathic (sporadic) Parkinson's disease, with no indication the cohort consists solely of familial LBD cases.","No | evidence: Technology: Array assay; Description: 'hybridized to Exiqon microarrays spotted with probes for 733 human miRNAs'; Assay by Molecule: RNA assay. | justification: The study uses microarray technology for miRNA profiling, which is compatible with the microarray inclusion criterion.","justification: Although the dataset is human and uses microarray expression profiling and targets a Lewy body disease (idiopathic Parkinson's disease) with a case/control design and compatible technology, it fails the required sample-source criterion: samples are peripheral blood mononuclear cells (PBMCs), not human CNS/brain tissue from regions relevant to LBD. Therefore it does not meet the CNS tissue inclusion requirement and should be excluded.",No
lbd-screened_E-GEOD-29889,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used human-derived samples and microarray-based transcription profiling (array RNA assays).,"No | evidence: Title and Description focus on Huh-7 hepatoma cells and Hepatitis C virus (HCV) infection; Experimental Factors list HCV INFECTION SUSCEPTIBILITY, HCV INFECTED; Disease: Not found. | justification: The study addresses HCV susceptibility in hepatoma cell lines, not Lewy body diseases (LBD).","No | evidence: Samples are Huh-7 derived hepatoma cell lines (liver cancer cell lines); Organism part: Not found; Cell type/line: Huh-7 derived hepatoma cells. | justification: All samples are in vitro hepatoma cell cultures, not human brain/CNS tissue.","Yes | evidence: Description: in vitro HCV cell-culture systems using Huh-7 derived hepatoma cells and their subclones; Sample descriptions list cell lines and cultured infection experiments. | justification: This is an in vitro study using established hepatoma cell lines (cell-culture models), qualifying as non-clinical/patient-derived in vitro models.","No | evidence: Experimental design compares different cell line subclones (susceptible vs resistant) and infected vs uninfected cells; Experimental Designs: Not found; samples are experimental conditions rather than patient case/control groups. | justification: The study is an in vitro experimental comparison across cell-line conditions, not a clinical case/control study of patients.","Yes | evidence: Organism part: Not found; samples are hepatoma cell lines (liver-derived), not brain regions. | justification: No CNS regions are sampled; the tissue type (hepatoma cells/liver origin) is irrelevant to LBD-affected brain regions.",,,,No,False,,,,,,No | evidence: Study concerns cell lines and HCV infection; Clinical/familial: Not found; no mention of familial LBD cases. | justification: The dataset does not involve familial LBD — it does not involve LBD patients at all.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based, which is compatible with the inclusion criteria.","justification: Exclude. Although the dataset uses human microarray profiling, it is an in vitro study of Huh-7 hepatoma cell lines and HCV infection, not related to Lewy body diseases, does not use human CNS tissue, and is not a clinical case/control study. These factors violate inclusion criteria 2, 3 and exclusion criteria 4 and 5.",No
lbd-screened_E-GEOD-70845,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used microarray-based transcription profiling on human-derived material (RNA assayed by array).,No | evidence: Title/Description: gene expression profiling of SHSY5Y cells exposed to manganese to study manganese-induced neurotoxicity; description mentions Parkinson and manganism as examples of manganese-related disorders but does not study Lewy body diseases. | justification: The study focuses on manganese neurotoxicity in a cell model and does not investigate or enroll Lewy body disease (LBD) cases or explicitly study LBD pathology.,"No | evidence: Samples: Cell line: SHSY5Y; Source characteristics list cell line/neuroblastoma cell line; Organism part: Not found. | justification: Samples are an in vitro human neuroblastoma cell line (SH-SY5Y), not human brain/CNS tissue.","Yes | evidence: Samples: Cell line: SHSY5Y; Description: SHSY-5Y cells grown and exposed to manganese; three replicates per sample. | justification: The dataset uses an in vitro human neuroblastoma cell line model (SH-SY5Y) rather than clinical patient tissue, meeting the exclusion criterion for patient-derived in vitro cell lines/disease models.","No | evidence: Experimental Factors: treated with; Description: cells treated with manganese vs presumably untreated controls; Experimental Designs: Not found. | justification: The study is an experimental treatment comparison in cell culture, not a clinical case vs control study of human patients.","No | evidence: Organism part: Not found; Samples are cell line (SHSY5Y) not brain region samples. | justification: No brain regions were sampled, so the question of irrelevant brain regions is not applicable; therefore it does not include brain regions irrelevant to LBD.",,,,No,False,,,,,,"No | evidence: Clinical/familial: Not found; study uses cell line model, not familial LBD cases. | justification: The dataset does not involve familial LBD cases.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling (compatible), not RNA-seq or proteomics.","justification: Exclude. Although the dataset uses human-derived material and microarray transcription profiling, it is an in vitro SH-SY5Y neuroblastoma cell line model studying manganese-induced neurotoxicity rather than human LBD cases or human CNS tissue. It therefore fails key inclusion criteria (pertains to LBD patients/tissue and human CNS samples) and meets exclusion criterion for cell line/disease models.",No
lbd-screened_E-MEXP-18,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Dataset uses array-based transcription profiling (microarray) on RNA, matching human microarray expression profiling requirement.","No | evidence: Sample Source Characteristics: Disease: cancer; DiseaseState: cancer. No mention of Parkinson's disease, DLB, or Lewy body disease in title/description. | justification: The disease annotated for samples is cancer; there is no indication the study pertains to Lewy body diseases (LBD).","Yes | evidence: Source Characteristics: Organism: Homo sapiens; Organism part: caudate nucleus. | justification: At least one sample is from human brain (caudate nucleus), a CNS region.","Yes | evidence: Additional attributes: CellLine: Daudi; CellType/hepatocyte entries indicate inclusion of cell lines. | justification: The dataset includes in vitro cell lines (e.g., Daudi), so it contains non-clinical patient-derived/immortalized cell material.",No | evidence: Sample count: 1; Experimental Designs list disease_state_design but disease annotated is cancer; no clear case/control groups for LBD. | justification: There is no case/control design for Lewy body disease—samples are annotated for cancer and the dataset does not present LBD case vs control groups.,"No | evidence: Organism part: caudate nucleus. | justification: The caudate nucleus (part of the striatum) is a CNS region relevant to LBD-related neurodegeneration, so the brain region is not irrelevant.",,,,No,False,,,,,,No | evidence: Clinical/familial: Not found; disease annotated is cancer. | justification: There is no indication the dataset involves familial LBD cases; familial status is not reported and disease is not LBD.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology used is microarray (array assay), which is compatible with microarray expression profiling inclusion criterion.","justification: Although the dataset uses microarray profiling on human tissue including caudate nucleus (a CNS region relevant to LBD), it does not pertain to Lewy body diseases—the samples are annotated as cancer. The study includes in vitro cell lines and lacks an LBD case/control design. Therefore it fails key inclusion criteria (target disease and study design) and meets exclusion criteria (contains cell lines).",No
lbd-screened_E-MTAB-1194,lbd-screened,LBD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses microarray (array) transcription profiling on human (Homo sapiens) RNA samples, matching human microarray expression profiling.","Yes | evidence: Disease: Parkinson's disease; Diseasestate/DISEASESTATE/DiseaseState: Parkinson's disease. | justification: Parkinson's disease is a Lewy body disease (part of the LBD spectrum), so the dataset pertains to LBD.","Yes | evidence: Organism part: frontal lobe; Title: Microarrays of frontal cortex (area 8) of Parkinson cases and controls. | justification: Samples are from human frontal cortex (CNS tissue), so the dataset involves human brain tissue.",No | evidence: Cell type/line: Not found; Samples described as frontal cortex tissue from cases and controls. | justification: No patient-derived in vitro cell lines or models are indicated; samples are human brain tissue.,"Yes | evidence: Experimental Designs: disease_state_design; Experimental Factors: DISEASESTATE with values Parkinson's disease, normal; Title mentions cases and controls. | justification: The study compares Parkinson's disease cases to normal controls, i.e., a case/control design.","No | evidence: Organism part: frontal lobe (frontal cortex, area 8). | justification: Frontal cortex (neocortex) is affected in Lewy body diseases (particularly in later stages and in DLB/PD with dementia), so the sampled region is relevant to LBD.",,,,Yes,True,,,,,,No | evidence: Clinical/familial: Not found; Disease states listed as Parkinson's disease and normal with no familial annotation. | justification: No indication that cases are familial; dataset appears to involve sporadic PD cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray (array) transcription profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Dataset meets inclusion criteria: human microarray expression profiling of CNS tissue (frontal cortex), targets a Lewy body disease (Parkinson's disease), uses a case/control design, is not an in vitro/model study, is not indicated as familial-only, and uses array technology. The sampled brain region (frontal cortex area 8) is relevant to LBD.",Yes
lbd-screened_E-MTAB-2325,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Technology field: Generic.SingleColor.014850. | justification: Dataset uses microarray-based transcription profiling on RNA from human samples.,"No | evidence: Title and Disease: 'Gene expression profiles in motor cortex of Control and Sporadic Amyotrphic Lateral Sclerosis patients'; Disease field: Sporadic Amyotrophic Lateral Sclerosis. | justification: The study addresses ALS, not Lewy body diseases (PD/DLB/LBD).",Yes | evidence: Organism: Homo sapiens; Organism part: v4 cortex; Title references motor cortex; Sample count: post-mortem brain samples implied. | justification: Samples are human brain (motor cortex) tissue.,"No | evidence: Source characteristics list organism and organ; no cell line or in vitro model indicated; Experimental Factors list clinical/familial attributes. | justification: Samples are patient brain tissue (post-mortem), not patient-derived cell lines or experimental disease models.","Yes | evidence: Experimental Designs: case control design, clinical history design. | justification: The study explicitly uses a case/control design (ALS cases vs controls).",Yes | evidence: Organism part: v4 cortex (motor cortex); Title specifies motor cortex—region primarily affected in ALS rather than LBD. | justification: Motor cortex is the target region for ALS pathology and is not a primary region of Lewy body disease neurodegeneration for the LBD-focused study inclusion.,,,,No,False,,,,,,No | evidence: Disease field: Sporadic Amyotrophic Lateral Sclerosis; Clinical/familial notes include family history but disease labelled 'Sporadic'. | justification: The study population is described as sporadic ALS rather than familial LBD cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Platform is microarray-based (compatible with inclusion), not RNA-seq or proteomics.","justification: Although this is a human microarray, case/control study of brain tissue, the disease studied is sporadic ALS (not LBD) and the sampled region is motor cortex—a region relevant to ALS but not to Lewy body diseases. Therefore it does not meet the disease/region criteria for inclusion.",No
lbd-screened_E-MTAB-2374,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: analyzed by hybridization of HG U133 plus 2.0 arrays. | justification: Dataset uses human RNA profiled on Affymetrix HG U133 Plus 2.0 microarrays (microarray expression profiling).,"No | evidence: Title/Description: Transcriptional profiling of cerebrospinal fluid cells of multiple sclerosis patients; Description: ... multiple sclerosis and control patients; Experimental Factors > Disease: lists multiple sclerosis and other diagnoses (including Parkinson's disease). | justification: Primary study focus is multiple sclerosis. Although 'Parkinson's disease' appears among recorded diagnoses, the dataset is not about Lewy body diseases (LBD) as the intended target disease; LBD is not the study focus. Thus it does not pertain to LBD for inclusion purposes.","No | evidence: Experimental Factors > Source Characteristics: Organism part: cerebrospinal fluid; Samples: RNA was isolated from fresh cerebrospinal fluid samples/cells. | justification: Samples are cerebrospinal fluid cells, not brain parenchyma from CNS regions (e.g., substantia nigra, cortex) relevant to LBD neurodegeneration.","No | evidence: Description: RNA was isolated from fresh cerebrospinal fluid samples of multiple sclerosis and control patients; Additional attributes: Cell type/line: Not found. | justification: Samples are ex vivo patient CSF cells, not patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Experimental Designs: disease state design; Experimental Factors include 'disease' with entries such as multiple sclerosis and 'unknown - not multiple sclerosis' (controls). | justification: The study uses a disease vs control design comparing patient diagnoses to non-multiple-sclerosis controls.,Yes | evidence: Organism part: cerebrospinal fluid; Samples are CSF cells rather than specific brain regions. | justification: CSF cell samples do not represent specific brain regions that are known targets of LBD neurodegeneration; therefore sampled material is not from LBD-relevant brain regions.,,,,No,False,,,,,,No | evidence: Additional screening-relevant attributes: Clinical/familial: Not found; Disease list includes sporadic clinical diagnoses such as multiple sclerosis and Parkinson's disease without familial indication. | justification: No indication the dataset consists exclusively of familial LBD cases.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description references hybridization to HG U133 plus 2.0 arrays. | justification: The platform is microarray-based (compatible). No RNA-seq or proteomics-only assays are reported.,"justification: Exclude: although the dataset is human and uses microarrays with a case/control design, it studies cerebrospinal fluid cells from multiple sclerosis patients (not brain regions affected by LBD). The primary disease is multiple sclerosis (not LBD), and sampled material (CSF) is not LBD-relevant brain tissue. Therefore it does not meet the requirement to pertain to Lewy body diseases with CNS tissue from relevant regions.",No
lbd-screened_E-MTAB-4164,lbd-screened,LBD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used array-based transcription profiling of RNA from human samples (microarray platform).,"Yes | evidence: Description and title state Parkinson's disease / idiopathic Parkinson’s disease; Experimental Factors: Disease: parkinson's disease, normal. | justification: Parkinson's disease is a Lewy body disease (LBD), and the dataset explicitly studies idiopathic PD.",No | evidence: Cell type: olfactory neurosphere-derived cell; Description: cells derived from the olfactory epithelium of PD patients. | justification: Samples are patient-derived olfactory epithelium (olfactory neurosphere) cells rather than human brain/CNS tissue.,"Yes | evidence: Cell type: olfactory neurosphere-derived cell; Title: '...patient cells as a model of idiopathic Parkinson’s disease'; Experimental Designs include compound treatment (in vitro rotenone exposure). | justification: This is an in vitro patient-derived cellular model (olfactory neurosphere-derived cells) treated experimentally (rotenone), i.e., a cellular disease model.","Yes | evidence: Experimental Designs: case control design; Experimental Factors: disease (parkinson's disease, normal). | justification: The study includes PD patients and matched healthy controls as a case/control comparison (alongside compound treatments).","Yes | evidence: Samples originate from olfactory epithelium-derived cells (olfactory neurosphere-derived cell). | justification: The sampled tissue is olfactory epithelium (peripheral olfactory mucosa-derived cells), not CNS brain regions classically analyzed for LBD neurodegeneration; therefore it does not sample LBD-affected brain regions.",,,,No,False,,,,,,No | evidence: Description refers to idiopathic Parkinson's disease; Clinical/familial: Not found. | justification: The dataset studies idiopathic (sporadic) PD rather than familial LBD cases.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The technology is array-based expression profiling (microarray), which is compatible with inclusion.","justification: Although this is human, array-based transcription profiling of Parkinson's disease patient-derived material with a case/control design, it should be excluded because samples are in vitro olfactory neurosphere-derived cells (patient-derived cellular model) rather than human CNS brain tissue from LBD-affected regions (exclusion criteria 4 and 6).",No
